group,MAR04789,MAR03816,MAR08426,MAR04574B,MAR03883,MAR00648,MAR04518,MAR03747,MAR04174,MAR03744,MAR04284,MAR03807B,MAR07703,MAR03912B,MAR04693F,MAR06602F,MAR08684B,MAR07702B,MAR03263F,MAR07706,MAR02027B,MAR08416,MAR06603F,MAR04791,MAR04788,MAR04330B,MAR01616F,MAR04582F,MAR04574F,MAR06725F,MAR06768,MAR04690,MAR04693B,MAR07702F,MAR11305,MAR04330F,MAR04652F,MAR04519,MAR04323,MAR01616B,MAR03903,MAR04091,MAR04648,MAR08779,MAR04087,MAR04582B,MAR08539,MAR04520,MAR03807F,MAR03892,MAR04410F,MAR02027F,MAR06602B,MAR08755,MAR03912F,MAR06780,MAR04649,MAR03890,MAR00649,MAR03989,MAR03845F,MAR04650,MAR08589,MAR04300,MAR08743B,MAR06603B,MAR04792B,MAR04646,MAR04410B,MAR04652B,MAR04408F,MAR00622,MAR04046,MAR03827F,MAR04089,MAR01649,MAR03829F,MAR08743F,MAR08607,MAR04808,MAR04302,MAR03777,MAR04260,MAR03263B,MAR06923,MAR04777,MAR04792F,MAR03831,MAR08587,MAR06725B,MAR09802,MAR08582,MAR04034,MAR08684F,MAR03829B,MAR03827B,MAR03778,MAR04406,MAR04408B,MAR03765,MAR03940,MAR03845B,MAR04776,MAR04194,MAR12751B,MAR13004F,MAR12751F,MAR12742F,MAR04783B,MAR04807F,MAR04807B,MAR04783F,MAR12742B,MAR13004B
NoOats,0.8774404846877619,6.449427419954764,6.449427419954764,0.3749812027127188,0.1146944421443073,1.9257853489465253,247.53848249035147,18.24625450253481,0.7938702655492889,18.24625450253481,6.245148664855399,1.9156725457332597,76.45562123811109,0.04147857902034104,45.51616759948902,0.7661181853680529,0.04147857902034104,76.45562123811109,0.7661181853680529,76.45562123811109,5.313720465563954,0.12642162682895444,0.7661181853680529,16.7486501332447,16.7486501332447,339.8712699741057,5.580164562130396,0.5683224616516515,704.1182730887664,5.580164562130396,2.1480882610358583,0.14882406394308292,0.14882406394308292,0.12095590123796345,3.878731333063683,0.7568110198132663,76.22609802676959,6.136149465850802,0.036006143132289094,2.8887693211948346,2.561052297383894,5.294044738159534,1.0754846050484401,0.12095590123796345,5.294044738159534,46.71636333344919,1.1850057419780906,6.136149465850802,15.152991627136863,5.05669986249542,13.923429732426815,978.1134478327513,56.677271412152734,6.136149465850802,20652.644969957273,2.1480882610358583,1.0754846050484401,2.1408280550250134,25.134406546582092,359.92208911229955,3.7469094671867516,1.0754846050484401,359.92208911229955,5.05669986249542,0.1780837338173789,56.677271412152734,3.7469094671867516,1.0754846050484401,0.7519404666749808,0.1780837338173789,13.923429732426815,0.44766062687737923,5.05669986249542,4.19311855921941,5.294044738159534,3.1681124542413874,4.19311855921941,76.22609802676959,5.05669986249542,5.05669986249542,978.1134478327513,0.47812534240354687,5.05669986249542,56.677271412152734,0.46068117106116485,3.1681124542413874,0.3306920062055653,0.11983634787133496,359.92208911229955,2.8887693211948346,5.05669986249542,7.978444043340407,5.05669986249542,20652.644969957273,2.4884772801630617,2.4884772801630617,0.47812534240354687,5.05669986249542,0.7519404666749808,0.46068117106116485,1.1850057419780906,0.3306920062055653,3.1681124542413874,5.05669986249542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oats,0.917755166338025,26.93001404873486,26.93001404873486,17.031542126357348,0.1547267105623128,1.0247051705628736,70.58785806561579,6.575952637523373,2.2379638604568837,6.575952637523373,2.255770779907921,4.8519137857757,185.64861494681122,0.29466361589379925,43.95489784163697,0.7026095942120626,0.29466361589379925,185.64861494681122,0.7026095942120626,185.64861494681122,2.972361353466309,1.1594257312858758,0.7026095942120626,15.890120691319376,15.890120691319376,79.26919997508821,4.077567514894042,0.6536319359039198,564.6654985617268,4.077567514894042,1.8363636198497706,6.691563403251666,6.691563403251666,0.3504608404237452,1.644569439486806,0.9398255378986833,62.58879058263783,450.8081598745461,0.04744151387078361,16.728519207290336,3.255516296796189,1.3250999583794805,0.9005120093744021,0.3504608404237452,1.3250999583794805,17.811202342855257,5.82866856208739,450.8081598745461,4.345551508381703,0.8370149496724164,36.90507576327105,298.4073774288924,41.66077394275398,450.8081598745461,18978.501061618776,1.8363636198497706,0.9005120093744021,8.742800997988315,109.0959079867823,259.99895398941646,7.10046677813366,0.9005120093744021,259.99895398941646,0.8370149496724164,1.0784255369006468,41.66077394275398,7.10046677813366,0.9005120093744021,0.37937800344897643,1.0784255369006468,36.90507576327105,0.6973143790776665,0.8370149496724164,12.36533278259716,1.3250999583794805,2.1778892321148438,12.36533278259716,62.58879058263783,0.8370149496724164,0.8370149496724164,298.4073774288924,5.686637853832346,0.8370149496724164,41.66077394275398,5.918239121904504,2.1778892321148438,0.5813439305333302,0.16408973715831224,259.99895398941646,16.728519207290336,0.8370149496724164,11.78145804249219,0.8370149496724164,18978.501061618776,7.097691363771134,7.097691363771134,5.686637853832346,0.8370149496724164,0.37937800344897643,5.918239121904504,5.82866856208739,0.5813439305333302,2.1778892321148438,0.8370149496724164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
