group,MAR08426,MAR03816,MAR11305,MAR04574B,MAR04650,MAR04574F,MAR04646,MAR04649,MAR04648,MAR04302,MAR02027F,MAR08779,MAR08582,MAR07702F,MAR02027B,MAR07702B,MAR04777,MAR04518,MAR07703,MAR07706,MAR01649,MAR04789,MAR00649,MAR00648,MAR04776,MAR04284,MAR04788,MAR04791,MAR03829F,MAR03989,MAR04091,MAR03778,MAR03903,MAR08743F,MAR08587,MAR03940,MAR03765,MAR04652B,MAR04652F,MAR04323,MAR04792B,MAR04519,MAR06725B,MAR03829B,MAR08755,MAR06603F,MAR06602B,MAR04520,MAR04087,MAR08416,MAR03807B,MAR04089,MAR03263F,MAR06768,MAR00622,MAR04693F,MAR06780,MAR06603B,MAR01616B,MAR03807F,MAR04410F,MAR08589,MAR03747,MAR04690,MAR03845F,MAR03777,MAR08539,MAR04582B,MAR06725F,MAR08684F,MAR03883,MAR03263B,MAR08743B,MAR04408F,MAR06602F,MAR03744,MAR03827B,MAR08607,MAR09802,MAR01616F,MAR04406,MAR03892,MAR04693B,MAR06923,MAR03827F,MAR04034,MAR03912B,MAR04410B,MAR04330F,MAR03845B,MAR03890,MAR03912F,MAR03831,MAR04260,MAR04808,MAR04582F,MAR04792F,MAR04194,MAR04408B,MAR04300,MAR08684B,MAR04174,MAR04330B,MAR04046,MAR12742B,MAR04807F,MAR04807B,MAR04783B,MAR04783F,MAR12751B,MAR13004F,MAR12751F,MAR12742F,MAR13004B
Almond,56.21955001154563,56.21955001154563,14795.935961139247,69.10084939082721,159.72716810450478,69.10084939082721,159.72716810450478,159.72716810450478,159.72716810450478,14.23380240513394,14.23380240513394,1885.1150120440282,1181.998819767447,1885.1150120440282,14.23380240513394,1885.1150120440282,106.24483719145792,157.74256208599934,1885.1150120440282,1885.1150120440282,106.24483719145792,2037.9700745996552,65.99976261192597,65.99976261192597,106.24483719145792,153.432637872113,2036.5235235420896,2036.5235235420896,473.5575572744456,6377.60724756659,20.18640577901367,526.9399910795677,659.5058679134485,49.89926486849061,6377.60724756659,161.40756373472317,520.8783330988031,49.89926486849061,49.89926486849061,245.73257825071488,177.82122735888396,119.58597853848396,522.3784628384374,473.5575572744456,119.58597853848396,88.85127383034228,88.85127383034228,119.58597853848396,20.18640577901367,551.7515082135568,561.5117267179085,20.18640577901367,88.85127383034228,495.4980831939173,237.14463883437068,551.6017168471932,495.4980831939173,88.85127383034228,522.3784628384374,561.5117267179085,23.518946186062195,6377.60724756659,595.8234306069922,551.6017168471932,177.82122735888396,526.9399910795677,161.40756373472317,338.47489063981925,522.3784628384374,568.1843697524586,248.5093977583322,88.85127383034228,49.89926486849061,23.518946186062195,88.85127383034228,595.8234306069922,473.5575572744456,496.4073822206264,496.4073822206264,522.3784628384374,496.4073822206264,496.4073822206264,551.6017168471932,520.8783330988031,473.5575572744456,496.4073822206264,568.1843697524586,23.518946186062195,570.9150537089397,177.82122735888396,496.4073822206264,568.1843697524586,550.5603480772035,496.4073822206264,496.4073822206264,338.47489063981925,177.82122735888396,496.4073822206264,23.518946186062195,496.4073822206264,568.1843697524586,551.0448054679621,570.9150537089397,496.4073822206264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NoAlmond,97.05746743775735,97.05746743775735,4703.830782494692,68.50698097402898,205.3888617677626,68.50698097402898,205.3888617677626,205.3888617677626,205.3888617677626,13.657465778021356,13.657465778021356,1188.5342314076395,835.4488565156805,1188.5342314076395,13.657465778021356,1188.5342314076395,185.74450885086262,168.04720537557586,1188.5342314076395,1188.5342314076395,185.74450885086262,1674.040567031559,76.65359938993268,76.65359938993268,185.74450885086262,411.1141004347971,1675.6892142697911,1675.6892142697911,1109.6914416637524,5159.880375274062,55.42449762257969,1507.3531908518357,631.8019844923892,203.65000324810083,5159.880375274062,411.95975289179466,1397.5031176481687,203.65000324810083,203.65000324810083,310.26333153081305,485.19926601213695,179.1926910047878,1606.3748711445728,1109.6914416637524,179.1926910047878,277.13933865101666,277.13933865101666,179.1926910047878,55.42449762257969,1704.7001649627387,1779.4545823035107,55.42449762257969,277.13933865101666,1573.156134611961,286.4950253603769,1808.8503628533294,1573.156134611961,277.13933865101666,1606.3748711445728,1779.4545823035107,58.85871042997892,5159.880375274062,1449.4150747549031,1808.8503628533294,485.19926601213695,1507.3531908518357,411.95975289179466,694.0228507193592,1606.3748711445728,1804.062676119407,315.1292758917926,277.13933865101666,203.65000324810083,58.85871042997892,277.13933865101666,1449.4150747549031,1109.6914416637524,861.9534974787466,861.9534974787466,1606.3748711445728,861.9534974787466,861.9534974787466,1808.8503628533294,1397.5031176481687,1109.6914416637524,861.9534974787466,1804.062676119407,58.85871042997892,1797.8088822197615,485.19926601213695,861.9534974787466,1804.062676119407,796.4331888682267,861.9534974787466,861.9534974787466,694.0228507193592,485.19926601213695,861.9534974787466,58.85871042997892,861.9534974787466,1804.062676119407,792.0771561307967,1797.8088822197615,861.9534974787466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
