group,MAR03831,MAR08416,MAR04690,MAR04174,MAR07703,MAR08779,MAR04302,MAR07706,MAR03903,MAR04284,MAR11305,MAR08582,MAR04649,MAR00622,MAR03940,MAR06780,MAR08539,MAR04650,MAR04646,MAR08426,MAR08589,MAR04648,MAR04520,MAR06768,MAR08587,MAR04091,MAR00649,MAR00648,MAR03989,MAR03816,MAR04519,MAR04323,MAR04087,MAR04089,MAR06923,MAR04518,MAR03778,MAR04789,MAR04777,MAR03765,MAR03883,MAR03744,MAR04791,MAR08755,MAR04300,MAR04776,MAR03747,MAR03777,MAR01649,MAR04260,MAR03890,MAR04788,MAR04808,MAR03892,MAR08607,MAR04046,MAR09802,MAR04034,MAR04406,MAR04194
NoOats,-1313.7981911478362,-1355.223354198588,-1330.8901040723097,-972.2618161843019,488.6677007132248,-488.6677007132248,-26.302157072865807,488.6677007132248,-1297.4299400279458,3120.908384037136,-4377.328730866737,-676.8891869765002,-113.21239129423861,-495.4854906198066,140.3996549011224,-734.6730160548783,140.3996549011224,-113.21239129423861,-113.21239129423861,52.51896791326065,7167.286230614918,-113.21239129423861,20.24663481561726,-734.6730160548783,7167.286230614918,30.58121738175638,243.5343011432332,-243.5343011432332,7167.286230614918,52.51896791326065,20.24663481561726,-776.0787281627179,30.58121738175638,30.58121738175638,-2646.5999575462433,223.3808702944696,-1758.3191195650563,-3540.380390489293,-789.580833655246,-2646.5999575462433,-802.3808852355836,-2268.3552011444103,3525.136478834528,20.24663481561726,17.14471750198609,-789.580833655246,-2268.3552011444103,-1758.3191195650563,-789.580833655246,17.14471750198609,-17.14471750198609,3525.136478834528,17.14471750198609,17.14471750198609,17.14471750198609,17.14471750198609,17.14471750198609,17.14471750198609,17.14471750198609,17.14471750198609
Oats,-115.41553135095585,-264.9730621471675,-302.2385611304743,-237.38897360840792,87.55994583227351,-87.55994583227351,-19.27297129431553,87.55994583227351,-307.3667531325555,1661.0816285070648,-1123.6110591485271,668.6483904516269,-363.6067264342266,-492.3814261408799,-25.938884037084048,-1478.9432757265868,-25.938884037084048,-363.6067264342266,-363.6067264342266,-31.983834268048305,8494.227283579035,-363.6067264342266,99.08100412898875,-1478.9432757265868,8494.227283579035,28.91850816907134,231.00560971870382,-231.00560971870382,8494.227283579035,-31.983834268048305,99.08100412898875,-724.3504899049095,28.91850816907134,28.91850816907134,-3559.2174717346575,293.21944253580585,-2440.0377835308414,-2393.609161751005,-506.1447090874027,-3559.2174717346575,-743.6234611992251,-3133.9175192258494,2383.5060862464848,99.08100412898875,-193.67969176395897,-506.1447090874027,-3133.9175192258494,-2440.0377835308414,-506.1447090874027,-193.67969176395897,193.67969176395897,2383.5060862464848,-193.67969176395897,-193.67969176395897,-193.67969176395897,-193.67969176395897,-193.67969176395897,-193.67969176395897,-193.67969176395897,-193.67969176395897
