Feature,Importance
MAR00622,0.33048296480883704
MAR11305,0.10576642177548665
MAR03890,0.04018727087477196
MAR04776,0.03939975423324807
MAR04777,0.0375775508496454
MAR08426,0.033065905629997096
MAR01649,0.03269334757354527
MAR04518,0.029556159524961097
MAR03816,0.02671769282095895
MAR03903,0.02542811870786298
MAR03765,0.021448317967502517
MAR07703,0.01981785572387966
MAR08416,0.019369621000511258
MAR06923,0.017408521033037586
MAR07706,0.012222467637868082
MAR03883,0.012134354540019935
MAR04174,0.011395612691842848
MAR04690,0.011086363605977857
MAR04284,0.01091017800569512
MAR04323,0.009187388653696713
MAR08582,0.008910047990200908
MAR04649,0.008733025312550803
MAR04302,0.008284447205739972
MAR03831,0.0069081617342655844
MAR00649,0.006459080698690536
MAR04791,0.006324040563734872
MAR04650,0.00611569816297344
MAR06768,0.006074640824483242
MAR08587,0.005943380197300086
MAR03989,0.005301191389634368
MAR04648,0.0051520523781637415
MAR08755,0.004969171820786838
MAR03744,0.0049506618687921635
MAR06780,0.004217048538390928
MAR08589,0.004157835681668051
MAR04788,0.0040693993091068135
MAR08539,0.003964982175429064
MAR03778,0.00394241486382675
MAR00648,0.0039291285854086535
MAR08779,0.003728284095654867
MAR04519,0.003689594511174425
MAR03777,0.003201673137824771
MAR04087,0.0030590267405469717
MAR04646,0.0029669724953216244
MAR08607,0.0029155500063847047
MAR04034,0.0027871194124600256
MAR03747,0.002603356330190665
MAR04789,0.0025942966098298085
MAR04091,0.002453184493277427
MAR04300,0.0023926246883127526
MAR04260,0.002336436711847941
MAR03940,0.0022246187256851763
MAR04520,0.0018473736834417154
MAR04808,0.0017773278829460331
MAR09802,0.0013024118122870326
MAR04089,0.0013016538088314767
MAR04406,0.0011391114353986927
MAR03892,0.0007876446548445131
MAR04046,0.0005917667051605923
MAR04194,3.7695098086010353e-05
