group,MAR00685,MAR00012,MAR05257,MAR00686,MAR00690,MAR00687,MAR00691,MAR00689,MAR04416,MAR04302,MAR09481,MAR04174,MAR04329,MAR03831,MAR05266,MAR04648,MAR04284,MAR03765,MAR03732,MAR05271,MAR09943,MAR05269,MAR05289,MAR04646,MAR05275,MAR05279,MAR05274,MAR05288,MAR04328,MAR03701,MAR06923,MAR03903,MAR05270,MAR04649,MAR05268,MAR05286,MAR09817,MAR13078,MAR03555,MAR05276,MAR11305,MAR05261,MAR05260,MAR04197,MAR05278,MAR05282,MAR05273,MAR03586,MAR05285,MAR00649,MAR04650,MAR05264,MAR05258,MAR00021,MAR04788,MAR05277,MAR05267,MAR04520,MAR05290,MAR05265,MAR05280,MAR05259,MAR04777,MAR10064,MAR05272,MAR05284,MAR05291,MAR05287,MAR04776,MAR01649,MAR03544,MAR05283,MAR03690,MAR12140,MAR04196,MAR04787,MAR03715,MAR04789,MAR04519,MAR05281,MAR08416,MAR03569,MAR04791,MAR03716,MAR00648,MAR09818,MAR08426,MAR03940,MAR03570,MAR05263,MAR08238,MAR03712,MAR03551,MAR03816,MAR03545,MAR07706,MAR03705,MAR04260,MAR05262,MAR04690,MAR07305,MAR03548,MAR04089,MAR03747,MAR07703,MAR03572,MAR07302,MAR04087,MAR08587,MAR03744,MAR08755,MAR03691,MAR03989,MAR03697,MAR04413,MAR04518,MAR04091,MAR04034,MAR04300,MAR08779,MAR03883,MAR08580,MAR04415,MAR04046,MAR06780,MAR03686,MAR12993,MAR08607,MAR04198,MAR03559,MAR03694,MAR07306,MAR03777,MAR00622,MAR08539,MAR09931,MAR03778,MAR03540,MAR08764,MAR03718,MAR09802,MAR08582,MAR04194,MAR04303,MAR04467,MAR08584,MAR03566,MAR07301,MAR03890,MAR08592,MAR04406,MAR04323,MAR04808,MAR04324,MAR03892,MAR07304,MAR08591,MAR08581,MAR08589,MAR07303,MAR06768
NoWalnut,-7096.224223806131,-7096.224223806131,-7096.224223806131,-7096.224223806131,-7096.224223806131,-7096.224223806131,-7096.224223806131,-7096.224223806131,-1656.0880623258588,-13.36672529287548,2433.06568047362,-279.9391540675929,1399.541286865186,-304.59314064430225,10669.538777987864,261.4939616539299,1153.2775720403774,-973.9882396501881,5662.454867827719,10773.166927187083,5662.454867827719,10761.010452764313,10669.538777987864,261.4939616539299,10773.166927187083,10773.166927187083,10773.166927187083,10773.166927187083,1399.541286865186,2053.713975265959,-973.9882396501881,36.700708930632494,9551.608765840363,261.4939616539299,10024.315088095567,10773.166927187083,10758.111669269241,-10773.166927187083,2053.713975265959,10773.166927187083,-2227.0015536984733,10773.166927187083,10773.166927187083,-384.685174560984,10773.166927187083,10773.166927187083,10773.166927187083,5662.454867827719,10773.166927187083,43.29862125685727,261.4939616539299,10773.166927187083,10773.166927187083,-17545.173469811834,1638.6978026489846,10773.166927187083,10669.538777987864,-39.29564843317574,10773.166927187083,10773.166927187083,10773.166927187083,10773.166927187083,-757.9357060547801,-10731.113790283862,10773.166927187083,9551.608765840363,10773.166927187083,10773.166927187083,-757.9357060547801,-757.9357060547801,6982.366399035441,9551.608765840363,6982.366399035441,-17545.173469811834,-384.685174560984,-253.7334919467796,6783.030683147608,-1639.9080535190903,-39.29564843317574,10773.166927187083,-723.1584613960787,6783.030683147608,1638.6978026489846,6696.022137294636,-43.29862125685727,10773.166927187083,-26.542967569855417,-3.238904744874639,6696.022137294636,10773.166927187083,1022.2356711207841,6490.627280204122,5558.486961899701,-26.542967569855417,7785.488515598174,-256.9987128691861,6504.451528135628,333.2477459787224,10773.166927187083,-817.0617566780767,-2364.43024282055,6838.057361716188,31.586531566795788,-873.3713834496184,-256.9987128691861,6780.879630128398,-2364.43024282055,31.586531566795788,-2323.2432852005486,-873.3713834496184,-39.29564843317574,7785.488515598174,-2323.2432852005486,5558.486961899701,-17545.173469811834,-45.80261043324396,31.586531566795788,333.2477459787224,333.2477459787224,256.9987128691861,-181.07434512912812,83.99271949101603,-2647.5170149878263,333.2477459787224,-17.552193258933496,6032.274947437336,2106.527983852228,333.2477459787224,-178.6538433889173,6504.451528135628,6838.057361716188,-2364.43024282055,-490.2585155141377,-127.81177485480208,-3.238904744874639,-17545.173469811834,-490.2585155141377,6032.274947437336,-2647.5170149878263,6780.879630128398,333.2477459787224,56.98607416646433,333.2477459787224,-2239.250565709533,-178.6538433889173,-2296.2366398759973,6490.627280204122,-2364.43024282055,-333.2477459787224,-2296.2366398759973,333.2477459787224,-167.70761983625266,333.2477459787224,-731.2996458325819,333.2477459787224,-2364.43024282055,-2296.2366398759973,-2296.2366398759973,-2323.2432852005486,-2364.43024282055,-17.552193258933496
Walnut,53030.55495691245,53030.55495691245,53030.55495691245,53030.55495691245,53030.55495691245,53030.55495691245,53030.55495691245,53030.55495691245,9772.955923314272,-1.8025065746397162,-261.999683735591,421.8815769750137,-264.306853783349,436.1406006662145,-2077.0242038259257,1.5180961761443004,-305.77622080892564,214.2532524071946,24132.400171395515,-2185.7827098213297,24132.400171395515,-2183.275050523504,-2077.0242038259257,1.5180961761443004,-2185.7827098213297,-2185.7827098213297,-2185.7827098213297,-2185.7827098213297,-264.306853783349,14691.671363146419,214.2532524071946,786.7969244759612,-2213.4246259132383,1.5180961761443004,-2131.5027972350445,-2185.7827098213297,-2153.982503637358,2185.7827098213297,14691.671363146419,-2185.7827098213297,3905.325734506172,-2185.7827098213297,-2185.7827098213297,420.60279393861595,-2185.7827098213297,-2185.7827098213297,-2185.7827098213297,24132.400171395515,-2185.7827098213297,-20.721347620217156,1.5180961761443004,-2185.7827098213297,-2185.7827098213297,121.31072510378675,94.99804838103732,-2185.7827098213297,-2077.0242038259257,-194.03083679734522,-2185.7827098213297,-2185.7827098213297,-2185.7827098213297,-2185.7827098213297,-261.2642775110069,2233.7522112331994,-2185.7827098213297,-2213.4246259132383,-2185.7827098213297,-2185.7827098213297,-261.2642775110069,-261.2642775110069,2051.0333419633557,-2213.4246259132383,2051.0333419633557,121.31072510378675,420.60279393861595,-365.4175746114916,2065.5312272691044,-99.30821425350285,-194.03083679734522,-2185.7827098213297,59.04036173519725,2065.5312272691044,94.99804838103732,1997.552247628992,20.721347620217156,-2185.7827098213297,13.5647657996948,-70.10083450686439,1997.552247628992,-2185.7827098213297,7406.067593519752,1905.576834087501,13375.352559978017,13.5647657996948,9470.026825471845,-352.16970694851506,1952.9116477075233,350.2176155193494,-2185.7827098213297,364.61978399025196,1289.7608153071626,2062.813909006554,38.91046137654097,-51.23146754965632,-352.16970694851506,2062.137218313315,1289.7608153071626,38.91046137654097,1255.0263836887204,-51.23146754965632,-194.03083679734522,9470.026825471845,1255.0263836887204,13375.352559978017,121.31072510378675,-159.89946094388122,38.91046137654097,350.2176155193494,350.2176155193494,352.16970694851506,-63.10777389561555,144.89288977851962,1018.4655458600589,350.2176155193494,-14.302759258340984,2037.2114275548365,-327.874207032324,350.2176155193494,-54.48744215068438,1952.9116477075233,2062.813909006554,1289.7608153071626,-96.22458793653507,-79.00620287791632,-70.10083450686439,121.31072510378675,-96.22458793653507,2037.2114275548365,1018.4655458600589,2062.137218313315,350.2176155193494,34.017310999420516,350.2176155193494,1399.9192734672404,-54.48744215068438,1365.9019624678197,1905.576834087501,1289.7608153071626,-350.2176155193494,1365.9019624678197,350.2176155193494,-61.30526732097584,350.2176155193494,68.5826718446268,350.2176155193494,1289.7608153071626,1365.9019624678197,1365.9019624678197,1255.0263836887204,1289.7608153071626,-14.302759258340984
