group,MAR04302,MAR02027F,MAR03831,MAR02027B,MAR03912F,MAR06602B,MAR08684F,MAR04330F,MAR04518,MAR00649,MAR03263B,MAR11305,MAR06603B,MAR07706,MAR04693F,MAR03883,MAR07703,MAR07702B,MAR04652B,MAR03940,MAR04330B,MAR08743F,MAR08743B,MAR04323,MAR08539,MAR01616B,MAR04574F,MAR03903,MAR04652F,MAR04788,MAR04582F,MAR04410B,MAR07702F,MAR04410F,MAR03807F,MAR06725F,MAR04582B,MAR01616F,MAR06725B,MAR06923,MAR04789,MAR00648,MAR03777,MAR08779,MAR04408F,MAR04777,MAR03829F,MAR04408B,MAR01649,MAR06768,MAR03989,MAR04174,MAR03778,MAR03845B,MAR04690,MAR03829B,MAR06780,MAR04792F,MAR04091,MAR03890,MAR04519,MAR04776,MAR03827B,MAR04284,MAR04792B,MAR08684B,MAR04649,MAR04791,MAR03765,MAR03912B,MAR04574B,MAR04646,MAR04089,MAR04087,MAR08416,MAR08587,MAR03816,MAR08589,MAR03827F,MAR03807B,MAR03747,MAR08426,MAR06602F,MAR04650,MAR04046,MAR08607,MAR00622,MAR04406,MAR09802,MAR04034,MAR03892,MAR03845F,MAR04194,MAR04260,MAR03744,MAR04520,MAR08755,MAR04648,MAR04693B,MAR04808,MAR08582,MAR03263F,MAR04300,MAR06603F,MAR12742B,MAR04807B,MAR04783B,MAR13004F,MAR12751F,MAR12742F,MAR04807F,MAR04783F,MAR12751B,MAR13004B
NoWalnut,-0.19611967305751382,-0.19611967305751382,-0.008806963563691166,-3.0117492965408297,142.61966603351237,19.505368776825964,142.61966603351237,0.10687801814548807,45.712687386184,11.647906888053926,19.505368776825964,-1.6082281189170233,19.505368776825964,104.98021037485954,-5.308588820927279,0.009626881515133143,104.98021037485954,104.98021037485954,-0.044881046852033674,-3.0788285753468503,2.762783324133824,-39.537706876686876,-0.044881046852033674,0.1880232335948674,-3.0788285753468503,0.7383358524891235,12.55791417763417,0.7353456692233383,-39.537706876686876,-1.9290004856876923,-0.007719996777663217,-0.48297804363082847,0.03147319141189741,3.137896448137329,-28.341573942822176,-2.2796371898118446,-27.194628219204194,-2.2796371898118446,0.7383358524891235,0.6951619461862142,0.1416616855417478,0.25529535362317324,0.8841043205756837,0.03147319141189741,3.137896448137329,-0.516094676678521,-3.0423407889853658,-0.48297804363082847,-0.516094676678521,0.5636247538284943,24.099041443092414,-0.052939093960013985,0.8841043205756837,0.17658042290075338,0.013340531748552785,-0.06095770791110603,0.5636247538284943,0.17658042290075338,0.6503221307700909,1.9504036969188856,-3.185338960094938,-0.516094676678521,-0.06095770791110603,4.4456794218359486,13.198566894847534,0.0037117038462616777,0.9203606229408976,-1.9290004856876923,0.6951619461862142,0.0037117038462616777,-1.1846604754629273,0.9203606229408976,0.6503221307700909,0.6503221307700909,0.11159893026103725,24.099041443092414,2.1799843779906136,24.099041443092414,-3.0423407889853658,0.41444522105509507,-7.778424984205783,2.1799843779906136,-0.018049044060303554,0.9203606229408976,0.3943361770886267,0.3943361770886267,-0.22268835808592702,0.3943361770886267,0.3943361770886267,0.3943361770886267,0.3943361770886267,13.198566894847534,0.3943361770886267,0.3943361770886267,-7.778424984205783,-3.185338960094938,-3.185338960094938,0.9203606229408976,0.013340531748552785,0.3943361770886267,-0.9869009480631019,-0.018049044060303554,0.3943361770886267,-0.018049044060303554,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Walnut,0.05200358186659461,0.05200358186659461,0.023120107550234595,-0.00877227128266104,254.04786195771703,-24.097903554249193,254.04786195771703,0.033829809426906096,-52.718956196703836,3.990493887974801,-24.097903554249193,1.7466537092681074,-24.097903554249193,-20.296312160944474,63.428003066622374,-0.0014409550407845169,-20.296312160944474,-20.296312160944474,-0.21227263539073774,1.2438746445908673,18.286436740602014,-20.79287957094861,-0.21227263539073774,0.004547775595978194,1.2438746445908673,-0.1217658384188572,627.6897937136667,0.3761866002120252,-20.79287957094861,16.599378792742673,-0.2445425248563199,1.719123689859695,0.5069579406187891,0.31934267973413216,19.364210440997496,1.7961277837423277,2.3192236298688327,1.7961277837423277,-0.1217658384188572,-0.14041647385713021,-1.0749554809609505,-0.528964034321123,-0.21019545870210207,0.5069579406187891,0.31934267973413216,-2.452582778907975,-0.5595576303354249,1.719123689859695,-2.452582778907975,0.32463197743108824,28.098287973081312,0.017490568202077214,-0.21019545870210207,0.3943778222002185,-1.0910933348083973,2.0030793691362843,0.32463197743108824,0.3943778222002185,0.2823653702510008,1.5576372139717503,-9.318541597932727,-2.452582778907975,2.0030793691362843,6.484282885193415,2.6165968523585903,0.0031590276597928952,-0.9429708171104827,16.599378792742673,-0.14041647385713021,0.0031590276597928952,3.7063951568262334,-0.9429708171104827,0.2823653702510008,0.2823653702510008,0.24940238294469294,28.098287973081312,-1.8176878927387028,28.098287973081312,-0.5595576303354249,0.3300574301534201,-0.7897363214853875,-1.8176878927387028,0.08198548749643848,-0.9429708171104827,-0.10369414270111504,-0.10369414270111504,0.1268446350896464,-0.10369414270111504,-0.10369414270111504,-0.10369414270111504,-0.10369414270111504,2.6165968523585903,-0.10369414270111504,-0.10369414270111504,-0.7897363214853875,-9.318541597932727,-9.318541597932727,-0.9429708171104827,-1.0910933348083973,-0.10369414270111504,0.20721314499836976,0.08198548749643848,-0.10369414270111504,0.08198548749643848,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
