group,MAR06603F,MAR06602B,MAR06603B,MAR03263F,MAR06602F,MAR03263B,MAR04302,MAR02027B,MAR02027F,MAR03831,MAR04174,MAR08587,MAR03989,MAR08589,MAR00649,MAR04582B,MAR04792F,MAR00648,MAR04649,MAR04582F,MAR11305,MAR04650,MAR04648,MAR04646,MAR03845F,MAR04792B,MAR03903,MAR03765,MAR03845B,MAR04574B,MAR04284,MAR04574F,MAR06923,MAR04777,MAR07702F,MAR04519,MAR04520,MAR07706,MAR08779,MAR04087,MAR07703,MAR04789,MAR07702B,MAR01649,MAR08539,MAR01616F,MAR04410B,MAR04089,MAR04408B,MAR04776,MAR04330B,MAR04091,MAR03827B,MAR04652F,MAR03829F,MAR04690,MAR03777,MAR03883,MAR03816,MAR04408F,MAR04518,MAR06725B,MAR03747,MAR08607,MAR03827F,MAR08426,MAR04323,MAR04330F,MAR06768,MAR03829B,MAR03807B,MAR08743F,MAR08755,MAR03940,MAR04652B,MAR03744,MAR08743B,MAR06780,MAR04410F,MAR04693F,MAR08684B,MAR04034,MAR03807F,MAR04406,MAR08582,MAR09802,MAR03778,MAR04788,MAR03912B,MAR04791,MAR03892,MAR03912F,MAR08684F,MAR13004F,MAR01616B,MAR12742B,MAR04807B,MAR04693B,MAR04300,MAR04046,MAR00622,MAR12751B,MAR12742F,MAR12751F,MAR04807F,MAR04783F,MAR04808,MAR04260,MAR04194,MAR04783B,MAR03890,MAR06725F,MAR08416,MAR13004B
NoWalnut,250.1861010186903,250.1861010186903,250.1861010186903,250.1861010186903,250.1861010186903,250.1861010186903,10.168732143289652,10.168732143289652,10.168732143289652,483.2971722714772,474.72292019031585,4986.371675461169,4986.371675461169,4986.371675461169,83.71749258463512,1191.7191723863948,1047.2153289041844,83.71749258463512,298.213140013636,1191.7191723863948,3678.757350271869,298.213140013636,298.213140013636,298.213140013636,1047.2153289041844,1047.2153289041844,829.6466928759016,909.0594522654026,1047.2153289041844,66.50332638316318,997.6088274629551,66.50332638316318,909.0594522654026,660.8943642418025,808.7262471711903,185.87762056105237,185.87762056105237,808.7262471711903,808.7262471711903,37.12620930849167,808.7262471711903,1235.5987758014278,808.7262471711903,660.8943642418025,352.7650241968898,938.149932053609,33.82774413163313,37.12620930849167,33.82774413163313,660.8943642418025,1057.4507968356852,37.12620930849167,800.859510709177,583.0030954943337,800.859510709177,1148.7489477247232,829.0572165951551,507.1632284912864,158.4751966360647,33.82774413163313,194.067695791708,938.149932053609,970.0732857507793,689.2354446191763,800.859510709177,158.4751966360647,510.0713663300198,1057.4507968356852,753.221361651793,800.859510709177,1011.2186047534358,583.0030954943337,185.87762056105237,352.7650241968898,583.0030954943337,970.0732857507793,583.0030954943337,753.221361651793,33.82774413163313,1148.7489477247232,1069.4057398204388,689.2354446191763,1011.2186047534358,689.2354446191763,1484.4076453755956,689.2354446191763,829.0572165951551,1236.2704627432504,1069.4057398204388,1236.2704627432504,689.2354446191763,1069.4057398204388,1069.4057398204388,0.0,938.149932053609,0.0,0.0,1148.7489477247232,689.2354446191763,689.2354446191763,511.8076310921906,0.0,0.0,0.0,0.0,0.0,689.2354446191763,689.2354446191763,689.2354446191763,0.0,689.2354446191763,938.149932053609,1039.9935442545013,0.0
Walnut,170.3280243541224,170.3280243541224,170.3280243541224,170.3280243541224,170.3280243541224,170.3280243541224,5.9426121371743275,5.9426121371743275,5.9426121371743275,748.8777465279649,748.5487101334925,8579.054183166822,8579.054183166822,8579.054183166822,60.6387499429246,1085.3966402624935,894.160186216168,60.6387499429246,178.28627951756854,1085.3966402624935,12849.036128247073,178.28627951756854,178.28627951756854,178.28627951756854,894.160186216168,894.160186216168,895.5541026321832,1296.3084340387354,894.160186216168,65.95103309205194,981.568559296522,65.95103309205194,1296.3084340387354,466.78870901420674,662.6022504492546,195.17575600294848,195.17575600294848,662.6022504492546,662.6022504492546,62.29628772449304,662.6022504492546,1311.9634053089396,662.6022504492546,466.78870901420674,238.38785350110734,1185.3850148405754,63.69234388492317,62.29628772449304,63.69234388492317,466.78870901420674,1220.7752095953556,62.29628772449304,767.3040637097685,409.36898886689715,767.3040637097685,1427.749421514746,995.3085633029762,415.4685923210286,130.94308375397017,63.69234388492317,196.46235935788548,1185.3850148405754,926.0167062725509,580.5181659190683,767.3040637097685,130.94308375397017,414.8626525088615,1220.7752095953556,1085.5410027805146,767.3040637097685,1222.6388612655908,409.36898886689715,195.17575600294848,238.38785350110734,409.36898886689715,926.0167062725509,409.36898886689715,1085.5410027805146,63.69234388492317,1427.749421514746,1224.203853997719,580.5181659190683,1222.6388612655908,580.5181659190683,526.1406329100871,580.5181659190683,995.3085633029762,1312.7905703520246,1224.203853997719,1312.7905703520246,580.5181659190683,1224.203853997719,1224.203853997719,0.0,1185.3850148405754,0.0,0.0,1427.749421514746,580.5181659190683,580.5181659190683,398.2272196578,0.0,0.0,0.0,0.0,0.0,580.5181659190683,580.5181659190683,580.5181659190683,0.0,580.5181659190683,1185.3850148405754,1176.3701115974577,0.0
