group,MAR06603F,MAR06602B,MAR06603B,MAR03263F,MAR06602F,MAR03263B,MAR04302,MAR02027B,MAR02027F,MAR03831,MAR04174,MAR08587,MAR03989,MAR08589,MAR00649,MAR04582B,MAR04792F,MAR00648,MAR04649,MAR04582F,MAR11305,MAR04650,MAR04648,MAR04646,MAR03845F,MAR04792B,MAR03903,MAR03765,MAR03845B,MAR04574B,MAR04284,MAR04574F,MAR06923,MAR04777,MAR07702F,MAR04519,MAR04520,MAR07706,MAR08779,MAR04087,MAR07703,MAR04789,MAR07702B,MAR01649,MAR08539,MAR01616F,MAR04410B,MAR04089,MAR04408B,MAR04776,MAR04330B,MAR04091,MAR03827B,MAR04652F,MAR03829F,MAR04690,MAR03777,MAR03883,MAR03816,MAR04408F,MAR04518,MAR06725B,MAR03747,MAR08607,MAR03827F,MAR08426,MAR04323,MAR04330F,MAR06768,MAR03829B,MAR03807B,MAR08743F,MAR08755,MAR03940,MAR04652B,MAR03744,MAR08743B,MAR06780,MAR04410F,MAR04693F,MAR08684B,MAR04034,MAR03807F,MAR04406,MAR08582,MAR09802,MAR03778,MAR04788,MAR03912B,MAR04791,MAR03892,MAR03912F,MAR08684F,MAR13004F,MAR01616B,MAR12742B,MAR04807B,MAR04693B,MAR04300,MAR04046,MAR00622,MAR12751B,MAR12742F,MAR12751F,MAR04807F,MAR04783F,MAR04808,MAR04260,MAR04194,MAR04783B,MAR03890,MAR06725F,MAR08416,MAR13004B
NoWalnut,-209.19832165058875,209.19832165058875,209.19832165058875,-209.19832165058875,-209.19832165058875,209.19832165058875,-13.36672529287548,13.36672529287548,-13.36672529287548,-304.59314064430225,-279.9391540675929,-2323.2432852005486,-2323.2432852005486,-2323.2432852005486,43.29862125685727,1422.2154357869686,-1207.5207181833932,-43.29862125685727,261.4939616539299,-1422.2154357869686,-2227.0015536984733,261.4939616539299,261.4939616539299,261.4939616539299,1207.5207181833932,1207.5207181833932,36.700708930632494,-973.9882396501881,-1207.5207181833932,3.0189047918975076,1153.2775720403774,-3.0189047918975076,-973.9882396501881,-757.9357060547801,256.9987128691861,-39.29564843317574,-39.29564843317574,-256.9987128691861,256.9987128691861,31.586531566795788,-256.9987128691861,-1639.9080535190903,-256.9987128691861,-757.9357060547801,-3.238904744874639,-20.791098003808106,24.750678840688852,31.586531566795788,24.750678840688852,-757.9357060547801,702.5352884293147,31.586531566795788,-422.59613436172185,-141.5999572868426,422.59613436172185,-817.0617566780767,-490.2585155141377,-181.07434512912812,-26.542967569855417,-24.750678840688852,-45.80261043324396,20.791098003808106,-873.3713834496184,333.2477459787224,422.59613436172185,-26.542967569855417,-167.70761983625266,-702.5352884293147,-17.552193258933496,-422.59613436172185,-738.9185368365246,-141.5999572868426,-39.29564843317574,-3.238904744874639,141.5999572868426,-873.3713834496184,141.5999572868426,-17.552193258933496,-24.750678840688852,817.0617566780767,-706.9866969870417,333.2477459787224,738.9185368365246,333.2477459787224,56.98607416646433,333.2477459787224,-490.2585155141377,1638.6978026489849,-706.9866969870417,1638.6978026489849,333.2477459787224,706.9866969870417,706.9866969870417,0.0,20.791098003808106,0.0,0.0,-817.0617566780767,333.2477459787224,333.2477459787224,-127.81177485480208,0.0,0.0,0.0,0.0,0.0,333.2477459787224,333.2477459787224,333.2477459787224,0.0,-333.2477459787224,-20.791098003808106,-723.1584613960787,0.0
Walnut,152.8056724512355,-152.8056724512355,-152.8056724512355,152.8056724512355,152.8056724512355,-152.8056724512355,-1.8025065746397162,1.8025065746397162,-1.8025065746397162,436.1406006662145,421.8815769750137,1255.0263836887204,1255.0263836887204,1255.0263836887204,-20.721347620217156,-275.0195322920192,320.5968025086731,20.721347620217156,1.5180961761443004,275.0195322920192,3905.325734506172,1.5180961761443004,1.5180961761443004,1.5180961761443004,-320.5968025086731,-320.5968025086731,786.7969244759612,214.2532524071946,320.5968025086731,-46.00293162116921,-305.77622080892564,46.00293162116921,214.2532524071946,-261.2642775110069,352.16970694851506,-194.03083679734522,-194.03083679734522,-352.16970694851506,352.16970694851506,38.91046137654097,-352.16970694851506,-99.30821425350285,-352.16970694851506,-261.2642775110069,-70.10083450686439,-84.40359376520541,42.78191895860919,38.91046137654097,42.78191895860919,-261.2642775110069,-51.37728056520268,38.91046137654097,-370.5042964098109,-232.16137148873128,370.5042964098109,364.61978399025196,-96.22458793653507,-63.10777389561555,13.5647657996948,-42.78191895860919,-159.89946094388122,84.40359376520541,-51.23146754965632,350.2176155193494,370.5042964098109,13.5647657996948,-61.30526732097584,51.37728056520268,-14.302759258340984,-370.5042964098109,47.495144169325435,-232.16137148873128,-194.03083679734522,-70.10083450686439,232.16137148873128,-51.23146754965632,232.16137148873128,-14.302759258340984,-42.78191895860919,-364.61978399025196,63.567353248975074,350.2176155193494,-47.495144169325435,350.2176155193494,34.017310999420516,350.2176155193494,-96.22458793653507,94.99804838103732,63.567353248975074,94.99804838103732,350.2176155193494,-63.567353248975074,-63.567353248975074,0.0,84.40359376520541,0.0,0.0,364.61978399025196,350.2176155193494,350.2176155193494,-79.00620287791632,0.0,0.0,0.0,0.0,0.0,350.2176155193494,350.2176155193494,350.2176155193494,0.0,-350.2176155193494,-84.40359376520541,59.04036173519725,0.0
