Feature,Importance
MAR00686,0.030590498391937296
MAR00687,0.027034617432949225
MAR00691,0.02666357789124707
MAR00688F,0.02470654207341552
MAR10034B,0.02433753939194591
MAR00688B,0.024327446006884527
MAR00692B,0.02420269094156294
MAR10033B,0.02314877536088063
MAR03263B,0.022512169303702062
MAR00012,0.021705641141658315
MAR00692F,0.02151402454103634
MAR00690,0.020996062636681884
MAR10034F,0.020773118328473884
MAR00689,0.020334407301277155
MAR00685,0.019073015225804926
MAR10033F,0.018288907149833646
MAR11135F,0.01822217381162741
MAR06602B,0.01639430211914101
MAR05257,0.015953083477647904
MAR11022F,0.01493177706943467
MAR06603B,0.013987670202141641
MAR03263F,0.013845903436854923
MAR06602F,0.013562112403536518
MAR11135B,0.013376919594976508
MAR06603F,0.012590433261749657
MAR11022B,0.012503659878190694
MAR04416,0.012336018329068865
MAR11089B,0.01017999376278376
MAR11138F,0.00892007399779205
MAR11021B,0.007871011185523826
MAR11016B,0.007345215701314401
MAR11089F,0.0066385479607624165
MAR11171B,0.0064770868669672
MAR11016F,0.005991243556311205
MAR11021F,0.005871880784290577
MAR11136F,0.005574470951823386
MAR11137B,0.005435390260296761
MAR11121F,0.005181383827658983
MAR11124F,0.005014171430549546
MAR11056F,0.004869854156284271
MAR11118F,0.004746236070948801
MAR11146F,0.00471280524084724
MAR04174,0.004650402311282499
MAR10981B,0.004437189657731593
MAR11124B,0.004179115067079463
MAR11146B,0.003864680433808177
MAR11108F,0.003735014033524095
MAR11142B,0.0035826414297776524
MAR11120F,0.003525554316858665
MAR11123F,0.003504805373211149
MAR02027B,0.0034446047599979825
MAR11143B,0.0034076021579256565
MAR11144F,0.003346333796965231
MAR11184B,0.0033392390670923277
MAR11108B,0.0033095791688932843
MAR11057B,0.003262163918597742
MAR09943,0.003137043126990166
MAR11002F,0.0030440026553366166
MAR11107B,0.0030272341613133123
MAR11061F,0.0029974499864472205
MAR03831,0.0029847614648903977
MAR11029F,0.0029349515569112544
MAR11078B,0.002905098184843812
MAR11130B,0.002881807053745151
MAR11187F,0.00278328173374613
MAR11027B,0.002777777777777778
MAR11002B,0.0027365020946783264
MAR11105F,0.002613814263436942
MAR11078F,0.0025952309798188277
MAR11137F,0.0025692157361291838
MAR11138B,0.002518325182943991
MAR11142F,0.002398828732872621
MAR11026B,0.0023898244882899614
MAR11185F,0.002346671195652174
MAR11144B,0.002340771752021561
MAR02027F,0.002335475498014198
MAR11074F,0.0023181702260986147
MAR11095B,0.0023157281898266552
MAR11091F,0.0023130374957000344
MAR11104B,0.0022953216374269007
MAR11082F,0.002244217403144833
MAR11057F,0.002239629916294003
MAR11104F,0.0022175656823994424
MAR11074B,0.002202763493092644
MAR11118B,0.0021648111825457368
MAR11169B,0.002163149909596709
MAR03555,0.0021374684417519085
MAR03845F,0.002121072720746297
MAR11123B,0.002115774030335497
MAR11092B,0.0021077217135186898
MAR11093B,0.002103315000464428
MAR03732,0.0020988282032874173
MAR11029B,0.0020912343599373733
MAR11061B,0.002077323717948718
MAR11174B,0.0020611480908152738
MAR11072F,0.002052875243664717
MAR11197F,0.002051571335163406
MAR11100B,0.0020061855005159956
MAR11109B,0.002004908738256489
MAR11068F,0.0020010249809305873
MAR06923,0.0019495109662941222
MAR11175F,0.001943980695860435
MAR11217F,0.001917199019062373
MAR11001B,0.0019085397316821466
MAR11011F,0.0018983874761480542
MAR10988F,0.0018959173179761417
MAR11091B,0.0018683230868104816
MAR11204B,0.0018050131386286572
MAR11128F,0.0017953216374269007
MAR11149F,0.00179498719565799
MAR11169F,0.0017916092176660855
MAR11056B,0.0017888946547518526
MAR11149B,0.0017855445906432748
MAR11222B,0.0017851969896843839
MAR11215B,0.0017819285413189724
MAR11000F,0.0017629280838662993
MAR11090F,0.0017382103044624921
MAR03845B,0.0017378086235267554
MAR11130F,0.0017353788226550377
MAR11085B,0.0017352206222160085
MAR11077F,0.0017210182318541452
MAR11214B,0.0017079434046345812
MAR04646,0.0016924505010807724
MAR10988B,0.0016853070175438596
MAR11003F,0.0016830065359477121
MAR10984B,0.0016753699164851125
MAR11088B,0.0016729211620852488
MAR10999B,0.0016356349823016493
MAR10984F,0.0016271852156425639
MAR11116B,0.0016073975044563278
MAR11134F,0.0015977821198409434
MAR11105B,0.0015787162452700378
MAR11068B,0.001570870910454965
MAR11026F,0.0015313278556556586
MAR11077B,0.0015266416816033894
MAR04302,0.0015208961736766838
MAR03765,0.001451484637422742
MAR11128B,0.0014357099554797763
MAR11106F,0.0014175084175084174
MAR11088F,0.001405079906358679
MAR03545,0.001337969137272543
MAR11181F,0.0013332834928229667
MAR10981F,0.0013157018912513176
MAR09481,0.0013146769502017483
MAR11045F,0.0012953274458294705
MAR04792B,0.001252424816345271
MAR11115F,0.0012083333333333332
MAR03691,0.0011983320077549617
MAR08238,0.001191553092781163
MAR05274,0.001121527777777778
MAR05263,0.0011111111111111111
MAR11072B,0.0011082152739836906
MAR04649,0.0011076813932643763
MAR04574F,0.001102704796493496
MAR03042B,0.0010930221779805686
MAR03813F,0.001084608442771273
MAR11127F,0.0010795454545454546
MAR11143F,0.0010795454545454546
MAR11139B,0.0010655447703278279
MAR11136B,0.0010582528067048195
MAR11011B,0.0010557326114130313
MAR04328,0.0010333333333333332
MAR04408B,0.0010079519363486754
MAR05258,0.0010072742721742435
MAR11099F,0.0010055182456077596
MAR11039B,0.0010002849517645035
MAR10991B,0.0009958038559375736
MAR11190B,0.0009890027677164203
MAR03903,0.0009864275570061172
MAR04648,0.0009717374988272822
MAR05264,0.0009712246302029582
MAR04650,0.0009674098440545808
MAR04329,0.0009414183436532508
MAR11171F,0.0009292645304520398
MAR04046,0.000923282710646841
MAR11013B,0.0009172842555994731
MAR11073B,0.000916790887895119
MAR10982B,0.000911764705882353
MAR11121B,0.0009063829080276449
MAR11122F,0.0009046966374269005
MAR11109F,0.0009026266842825284
MAR11179B,0.0008979607687796845
MAR11139F,0.0008962091209253232
MAR04330B,0.0008906430260748316
MAR11219F,0.000890625
MAR11107F,0.000890625
MAR07703,0.0008784964735404992
MAR11034B,0.0008784722222222221
MAR04284,0.0008730994152046783
MAR11174F,0.0008680000143332186
MAR03829B,0.0008648431821872538
MAR11181B,0.0008470293209876542
MAR11101B,0.0008411401597676107
MAR04574B,0.0008397465196426195
MAR11305,0.0008340506299026382
MAR11189B,0.0008301887050682667
MAR03544,0.0008138869636116489
MAR11156B,0.0008057911188884401
MAR10986B,0.000805511854818205
MAR11003B,0.0007953216374269006
MAR11189F,0.0007953216374269006
MAR05281,0.0007953216374269005
MAR03827F,0.0007941779400547405
MAR11140F,0.0007941176470588236
MAR11095F,0.0007916666666666668
MAR04792F,0.0007884914108187135
MAR10993B,0.0007878787878787878
MAR11096B,0.0007835385340943639
MAR04582F,0.0007829921225761772
MAR11187B,0.0007779572687660923
MAR11060B,0.0007663308167218873
MAR00648,0.0007658253205128204
MAR06725F,0.0007647946859903382
MAR11183B,0.0007633399209486166
MAR11207B,0.0007595029239766081
MAR11185B,0.0007590493373275236
MAR11413F,0.0007561792164064892
MAR11012B,0.0007275899087493292
MAR04196,0.0007266880584762085
MAR11131F,0.0007240858216925114
MAR04408F,0.0007231510935097874
MAR11098B,0.0007105263157894736
MAR11005F,0.000709141274238227
MAR11040B,0.0007083333333333334
MAR04582B,0.0007069930069930068
MAR05272,0.0007017045454545454
MAR07702F,0.000695688984658191
MAR04410B,0.0006920409982174687
MAR01649,0.0006845959595959596
MAR11027F,0.0006736596736596737
MAR11007F,0.0006684335616224162
MAR07706,0.0006680100693840394
MAR11170B,0.000667383898153129
MAR11214F,0.0006618046675191814
MAR00649,0.0006588199076870886
MAR04787,0.0006498818951805261
MAR11093F,0.0006495920745920746
MAR11120B,0.0006449915824915825
MAR11031B,0.0006315789473684212
MAR11092F,0.0006307281409307254
MAR11122B,0.000625668449197861
MAR03690,0.0006250000000000001
MAR03586,0.0006210267213225704
MAR04109F,0.0005994011320636707
MAR03705,0.0005988528524578129
MAR04652F,0.0005951346405011588
MAR11084B,0.0005900349650349652
MAR04520,0.0005892380105860704
MAR11006B,0.0005824915824915824
MAR08764,0.0005699216283104364
MAR04652B,0.0005682063230994152
MAR04410F,0.0005607651535846536
MAR11215F,0.0005524296675191815
MAR11039F,0.0005444444444444444
MAR03807F,0.0005342959509626176
MAR11100F,0.0005330183232660013
MAR06768,0.0005288267066085693
MAR03747,0.00052490251334028
MAR08589,0.000523703560371517
MAR11048F,0.0005201238390092881
MAR04197,0.0005186952948820854
MAR03777,0.0005062388591800357
MAR08581,0.0004991526539080886
MAR11148B,0.0004872220298553402
MAR11045B,0.00048481134878193707
MAR11150B,0.0004819648692810457
MAR05280,0.00047538807189542476
MAR04087,0.0004590626931688421
MAR05266,0.00045781168816812033
MAR03701,0.0004471835225318198
MAR11119F,0.0004433641723848666
MAR04518,0.000442667125329664
MAR01834F,0.00044244704570791526
MAR11200F,0.0004420193841246473
MAR11106B,0.00044106587427020867
MAR11201F,0.0004408500736896065
MAR03744,0.0004390886890886891
MAR11097F,0.0004276995698564326
MAR04091,0.00042692546219267436
MAR07305,0.00042501815541031227
MAR03813B,0.000424717157818293
MAR08582,0.00042373521540188205
MAR04415,0.0004201748875276675
MAR11201B,0.00042015422769898467
MAR07302,0.000413296568627451
MAR05260,0.0004130116959064327
MAR11035B,0.00041251003325306734
MAR11155F,0.000410560715514276
MAR11206B,0.00040935672514619883
MAR11112B,0.0004079155819490639
MAR05259,0.00040086644306845545
MAR11154F,0.00040027412280701754
MAR10995F,0.00039969135802469136
MAR04789,0.0003993603801169592
MAR11018F,0.0003916287878787879
MAR07304,0.00038970265312976296
MAR11184F,0.0003765151515151515
MAR11032B,0.000374331550802139
MAR11071B,0.00036694078947368413
MAR11059F,0.00036420708634330937
MAR11204F,0.0003637575827258995
MAR04034,0.00034694376709200385
MAR10996B,0.00034200851393188856
MAR11062B,0.00033993783993783983
MAR10998F,0.0003397047397047397
MAR11046F,0.00033478260869565225
MAR11132B,0.00032896821009105405
MAR11046B,0.00032692978377121606
MAR08539,0.0003269280421720346
MAR08779,0.0003247145366710583
MAR07303,0.0003240740740740741
MAR09802,0.0003224723557204375
MAR11168F,0.0003204803452481472
MAR11090B,0.00031424148606811153
MAR05278,0.0003142414860681115
MAR11133F,0.0003125
MAR03778,0.00030925319520520763
MAR08587,0.00030855829712908616
MAR11202F,0.00029516908212560375
MAR11131B,0.0002941176470588236
MAR11085F,0.0002941176470588235
