group,MAR04791,MAR04788,MAR04789,MAR06768,MAR04518,MAR06780,MAR07703,MAR08779,MAR07706,MAR08539,MAR03940,MAR08426,MAR03883,MAR08582,MAR04323,MAR03816,MAR03903,MAR00648,MAR11305,MAR03777,MAR00649,MAR04089,MAR03778,MAR04091,MAR00622,MAR04777,MAR08587,MAR04087,MAR03989,MAR04284,MAR03831,MAR03744,MAR06923,MAR03765,MAR04519,MAR01649,MAR03747,MAR04302,MAR04776,MAR08416,MAR03892,MAR04174,MAR08755,MAR03890,MAR04690,MAR08589,MAR04194,MAR08607,MAR04046,MAR04520,MAR04808,MAR04300,MAR04260,MAR09802,MAR04650,MAR04034,MAR04646,MAR04649,MAR04648,MAR04406
Broccoli,-6214.154534996149,-6214.154534996149,6212.680894248439,844.4903644431046,-159.60440481756504,844.4903644431046,6048.516663502034,-6048.516663502034,6048.516663502034,-245.84937663348413,-245.84937663348413,-9.526621350288188,127.3251971039294,-101.31179061059699,119.70187762397926,-9.526621350288188,176.43040594557317,5.733533032474799,-97.34330974237814,746.8118229746298,-5.733533032474799,12.803628256958596,746.8118229746298,12.803628256958596,127.03300538244999,156.13776128942175,-1047.837083050787,12.803628256958596,-1047.837083050787,114.38150189251634,-219.59103783776843,754.9419016202802,755.0517510744714,755.0517510744714,-137.87964571164437,156.13776128942175,754.9419016202802,7.62331947995013,156.13776128942175,-488.09114720840427,396.721186095654,-249.0453136595857,-137.87964571164437,-396.721186095654,-480.1265835804574,-1047.837083050787,396.721186095654,396.721186095654,396.721186095654,-137.87964571164437,396.721186095654,396.721186095654,396.721186095654,396.721186095654,48.174905675173974,396.721186095654,48.174905675173974,48.174905675173974,48.174905675173974,396.721186095654
NoBroccoli,-2408.881451232261,-2408.881451232261,2412.879779568913,436.8424153239551,-85.96999209826558,436.8424153239551,2364.7364037185894,-2364.7364037185894,2364.7364037185894,-155.98601984831794,-155.98601984831794,-19.86990090687943,107.63619759341172,-201.40218814343686,95.18504641421424,-19.86990090687943,158.9857660678284,-19.17279672287772,-1664.8334660199248,431.9604789099989,19.17279672287772,-3.5689504059077746,431.9604789099989,-3.5689504059077746,127.5744610424589,-485.221055225706,-1704.642021206601,-3.5689504059077746,-1704.642021206601,106.70914272585303,-135.18439719252487,364.4422045210512,410.0692821600683,410.0692821600683,-84.98129926811097,-485.221055225706,364.4422045210512,12.451151179197469,-485.221055225706,-260.87733638076173,291.46426207460564,-120.54005000574445,-84.98129926811097,-291.46426207460564,-280.5718330719322,-1704.642021206601,291.46426207460564,291.46426207460564,291.46426207460564,-84.98129926811097,291.46426207460564,291.46426207460564,291.46426207460564,291.46426207460564,27.654067460941736,291.46426207460564,27.654067460941736,27.654067460941736,27.654067460941736,291.46426207460564
