group,MAR04574B,MAR04574F,MAR11305,MAR04776,MAR01649,MAR04777,MAR03816,MAR08755,MAR08426,MAR04519,MAR08582,MAR04520,MAR03989,MAR00622,MAR08587,MAR03940,MAR03903,MAR08589,MAR04302,MAR08539,MAR02027F,MAR02027B,MAR03827F,MAR03829B,MAR08743B,MAR03829F,MAR04791,MAR03890,MAR04652B,MAR04034,MAR03827B,MAR04652F,MAR08607,MAR09802,MAR00649,MAR03892,MAR08743F,MAR04410B,MAR04300,MAR06603F,MAR03831,MAR06603B,MAR04408B,MAR07702F,MAR04789,MAR06602B,MAR04410F,MAR03263F,MAR04091,MAR04194,MAR04323,MAR04046,MAR07702B,MAR00648,MAR07706,MAR04406,MAR03263B,MAR04808,MAR04518,MAR06602F,MAR04788,MAR04582B,MAR04792B,MAR04792F,MAR03744,MAR04087,MAR04260,MAR04174,MAR04089,MAR07703,MAR06923,MAR08779,MAR03883,MAR03845B,MAR03747,MAR04408F,MAR06725B,MAR03845F,MAR03778,MAR08416,MAR04582F,MAR04648,MAR03777,MAR03912B,MAR04649,MAR04284,MAR03807B,MAR03765,MAR03912F,MAR04693B,MAR06780,MAR06725F,MAR01616F,MAR06768,MAR04690,MAR04330B,MAR01616B,MAR04693F,MAR04650,MAR08684F,MAR04646,MAR03807F,MAR08684B,MAR04330F,MAR04807B,MAR12742B,MAR04783B,MAR04807F,MAR04783F,MAR12742F,MAR12751F,MAR12751B,MAR13004F,MAR13004B
Barley,296.80520853486036,296.80520853486036,5710.620118622561,691.5023725695794,691.5023725695794,691.5023725695794,321.70974892524447,690.6720406333643,321.70974892524447,690.6720406333643,824.3159234765511,690.6720406333643,9834.9558653427,759.0388118620027,9834.9558653427,521.688268919102,1711.330614407388,9834.9558653427,14.367162871907457,521.688268919102,14.367162871907457,14.367162871907457,1752.4551637446116,1752.4551637446116,304.46305070170905,1752.4551637446116,2615.0631705443475,1806.6904533859336,304.46305070170905,1806.6904533859336,1752.4551637446116,304.46305070170905,1806.6904533859336,1806.6904533859336,179.50287104468012,1806.6904533859336,304.46305070170905,70.42955013062776,1806.6904533859336,184.77115073813735,943.2466883395886,184.77115073813735,70.42955013062776,1228.9356983802115,2611.6247926642673,184.77115073813735,70.42955013062776,184.77115073813735,74.8116906830654,1806.6904533859336,829.2880462799918,1806.6904533859336,1228.9356983802115,179.50287104468012,1228.9356983802115,1806.6904533859336,184.77115073813735,1806.6904533859336,663.9456885338132,184.77115073813735,2615.0631705443475,2153.7682875006217,1809.3643161719922,1809.3643161719922,1908.483476384303,74.8116906830654,1806.6904533859336,964.3621979657639,74.8116906830654,1228.9356983802115,1908.1625343154117,1228.9356983802115,827.1784075264138,1809.3643161719922,1908.483476384303,70.42955013062776,1511.800260942632,1809.3643161719922,1915.172229207897,1566.0245138253667,2153.7682875006217,645.0850854843035,1915.172229207897,1647.7791627697443,645.0850854843035,1884.544599958444,1481.6920366008649,1908.1625343154117,1647.7791627697443,1801.0627331962946,1522.5024372061714,1511.800260942632,1511.800260942632,1522.5024372061714,1801.0627331962946,1614.7412886594136,1511.800260942632,1801.0627331962946,645.0850854843035,1647.7791627697443,645.0850854843035,1481.6920366008649,1647.7791627697443,1614.7412886594136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NoBarley,245.70836367626478,245.70836367626478,5535.0839217202865,1261.7695256786808,1261.7695256786808,1261.7695256786808,423.0830378420571,473.6290566154404,423.0830378420571,473.6290566154404,4515.249434822329,473.6290566154404,18277.7498803327,898.6630837536491,18277.7498803327,630.5044794633604,2078.3871493460215,18277.7498803327,75.40856133923512,630.5044794633604,75.40856133923512,75.40856133923512,1353.9573760585688,1353.9573760585688,821.8513060978838,1353.9573760585688,5322.45560463664,1139.618064793194,821.8513060978838,1139.618064793194,1353.9573760585688,821.8513060978838,1139.618064793194,1139.618064793194,384.3813969422016,1139.618064793194,821.8513060978838,125.22985971015277,1139.618064793194,310.34071079998773,2213.8502393578005,310.34071079998773,125.22985971015277,1029.229567873341,5353.235905255747,310.34071079998773,125.22985971015277,310.34071079998773,153.07571973519748,1139.618064793194,1032.2227848577115,1139.618064793194,1029.229567873341,384.3813969422016,1029.229567873341,1139.618064793194,310.34071079998773,1139.618064793194,600.5710683993975,310.34071079998773,5322.45560463664,4954.971687279023,4406.16484380059,4406.16484380059,1887.4879736296643,153.07571973519748,1139.618064793194,2267.6960035700877,153.07571973519748,1029.229567873341,2830.6067280746993,1029.229567873341,1071.2609852383264,4406.16484380059,1887.4879736296643,125.22985971015277,1154.3467707675009,4406.16484380059,1660.2983061584205,2262.8167367130623,4954.971687279023,493.41592139486966,1660.2983061584205,2339.7216427458948,493.41592139486966,4233.07561963568,2283.4475477971,2830.6067280746993,2339.7216427458948,2301.9103677257403,1468.5973506507175,1154.3467707675009,1154.3467707675009,1468.5973506507175,2301.9103677257403,2420.9788436870463,1154.3467707675009,2301.9103677257403,493.41592139486966,2339.7216427458948,493.41592139486966,2283.4475477971,2339.7216427458948,2420.9788436870463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
