Feature,Importance
MAR10460,0.06440694254517214
MAR11305,0.056740072121619224
MAR00268,0.056410421222408705
MAR03816,0.0484369086476628
MAR08426,0.04667194376871113
MAR03701,0.037937595283403194
MAR03555,0.031135640870611214
MAR00332,0.021477430794824365
MAR00458,0.017450953631176432
MAR04212,0.017356057340887722
MAR00398,0.017319427248448146
MAR00005,0.01645054440804662
MAR00681,0.016148242230734765
MAR04422,0.015446142391719294
MAR00683,0.015251968340509037
MAR00680,0.01473422503386706
MAR02458,0.013846903522174419
MAR09536,0.013846602478127797
MAR00679,0.01369851712418497
MAR02440,0.013432500525789997
MAR02437,0.01339458359365093
MAR00450,0.013068556333372509
MAR00010,0.012775426769161841
MAR02455,0.012629944398812157
MAR09805,0.01232748403207437
MAR00684,0.012300439125779127
MAR00448,0.011947419446362462
MAR02258,0.011880309926970417
MAR00342,0.011649187995168245
MAR02457,0.011561770798860579
MAR02456,0.010860376698434251
MAR00682,0.010737846811525493
MAR00238,0.009695326102214052
MAR02439,0.009360333049303636
MAR04416,0.008156956477843254
MAR01079,0.007455083912659653
MAR03545,0.00445960128024342
MAR08582,0.004420982729676339
MAR04310,0.0041507461125782665
MAR00328,0.004105810964521989
MAR08576,0.0037176336493434958
MAR06778,0.0036833795975143827
MAR04646,0.0035538540870893812
MAR08780,0.003440454514525722
MAR08637,0.0033756895302499697
MAR08578,0.003330306458247634
MAR08572,0.003329762571695345
MAR03544,0.0029875099165540347
MAR04343,0.002824143619538356
MAR06476,0.002813079753892724
MAR02329,0.002758678086619263
MAR06601,0.002752188531282958
MAR04424,0.0027466796596260883
MAR04787,0.002604123208447899
MAR06539,0.0025915923307121887
MAR08779,0.002590973865706486
MAR03691,0.0025450087451248443
MAR03779,0.0024240503401397363
MAR04648,0.002320925394363182
MAR04488,0.0022966492228635275
MAR03690,0.002285781381930763
MAR08037,0.0022764751333225596
MAR11544,0.002238084284136916
MAR04650,0.0022030975274725277
MAR03167,0.0021423066534306027
MAR00687,0.0020069565098766776
MAR07607,0.001957348103024795
MAR06348,0.001953530687578675
MAR11545,0.0019474486697513011
MAR06571,0.0018821428571428574
MAR07621,0.0018601046380090503
MAR07291,0.0018597723704866563
MAR03551,0.0018013695600617868
MAR08795,0.0017667099497141515
MAR08574,0.0017550056410395825
MAR04605,0.0017081514800648607
MAR00250,0.0016654342658115877
MAR07704,0.0016559921695951108
MAR03697,0.0016547382184379086
MAR07320,0.0016444587778293137
MAR07311,0.0015724999999999997
MAR02253,0.0015693340494092375
MAR04776,0.001499862637362637
MAR07322,0.0014883928571428574
MAR00197,0.0014676573426573426
MAR04492,0.001450434997528423
