group,MAR04574B,MAR04574F,MAR00648,MAR08587,MAR03989,MAR08589,MAR04518,MAR08582,MAR04693F,MAR11305,MAR04693B,MAR04652F,MAR03903,MAR08426,MAR08743F,MAR04690,MAR04789,MAR00649,MAR08416,MAR04408B,MAR04410B,MAR04330B,MAR04330F,MAR03816,MAR04582B,MAR04776,MAR04284,MAR03831,MAR03263F,MAR07706,MAR03807B,MAR06603F,MAR04777,MAR03940,MAR03827B,MAR04089,MAR03777,MAR07702B,MAR04302,MAR01649,MAR06603B,MAR03912B,MAR04792F,MAR03883,MAR08684F,MAR02027F,MAR04808,MAR04791,MAR04646,MAR03827F,MAR00622,MAR04582F,MAR06602F,MAR07702F,MAR03744,MAR08779,MAR08539,MAR02027B,MAR04323,MAR03892,MAR04648,MAR03829F,MAR04410F,MAR04300,MAR03263B,MAR04650,MAR04788,MAR03890,MAR08607,MAR06725B,MAR04408F,MAR04034,MAR07703,MAR08743B,MAR04091,MAR01616B,MAR04174,MAR03778,MAR06602B,MAR03747,MAR03829B,MAR04520,MAR08684B,MAR04046,MAR04260,MAR06923,MAR04792B,MAR04406,MAR04194,MAR03765,MAR04087,MAR06768,MAR01616F,MAR03912F,MAR03807F,MAR08755,MAR04652B,MAR06725F,MAR03845F,MAR04519,MAR04649,MAR09802,MAR06780,MAR03845B,MAR04783B,MAR04807B,MAR12742B,MAR12751B,MAR12742F,MAR13004F,MAR12751F,MAR04807F,MAR04783F,MAR13004B
Barley,0.07934890203530058,7.961159973235583,0.06444256528065462,39.97538222078414,39.97538222078414,39.97538222078414,24.043951089634014,6.319233843754476,12.444148437014906,-0.2145939346673589,0.6715690782906546,-701.2513621962717,0.5648725523958734,4.8569429197554586,-701.2513621962717,0.6715690782906546,-0.26056569457837503,-1.5269792981291062,0.16877958801799828,0.6944813958833266,0.6944813958833266,7.234530655250064,0.10713240734060885,4.8569429197554586,15.009311389043976,-0.14929856978892234,5.7873732631049295,0.017391767386414844,0.2000625139869261,-43.92734569305846,0.24559498491365434,0.2000625139869261,-0.14929856978892234,0.9233972709766846,-3.987090778379009,0.24933208215885896,0.34836851559041254,-43.92734569305846,5.805892439331342,-0.14929856978892234,24.95637394550558,0.019908353505853623,0.3476038351645987,0.0010315043789375004,-1624.4016472407072,5.805892439331342,-1.2027751773684112,-3.353258741942222,0.13635939655160564,1.9199373701638522,0.22399613430435114,0.08421592495081279,0.2000625139869261,-0.018630719438456417,0.3018886749235742,-0.018630719438456417,0.9233972709766846,-3.2647623118939797,0.010922628805817168,-1.2027751773684112,0.13635939655160564,1.9199373701638522,-107.90229367694019,-1.2027751773684112,24.95637394550558,0.13635939655160564,-3.353258741942222,8.318859911151545,-1.2027751773684112,-0.5416399658431565,-107.90229367694019,-1.2027751773684112,-43.92734569305846,0.29747447778258046,0.24933208215885896,-0.5416399658431565,0.25646382837625004,0.34836851559041254,24.95637394550558,0.3018886749235742,-3.987090778379009,0.26362321199466277,0.019908353505853623,-1.2027751773684112,-1.2027751773684112,0.2765409666741596,3.015258820714245,-1.2027751773684112,-1.2027751773684112,0.2765409666741596,0.24933208215885896,0.4525506632782353,0.49628952899642986,-1624.4016472407072,3.44557755725895,0.26362321199466277,0.29747447778258046,0.49628952899642986,3.015258820714245,0.26362321199466277,0.13635939655160564,-1.2027751773684112,0.4525506632782353,0.3476038351645987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NoBarley,0.36525652392545016,21.054165800344183,0.8116726726108975,-90.63924280873876,-90.63924280873876,-90.63924280873876,-89.36482190660135,2.226084463269212,15.806802838277134,-0.32725793110041135,-0.03748542783606588,38.10315246185602,-0.07011249611866954,3.2217058963762186,38.10315246185602,-0.03748542783606588,0.2132063282143884,4.7678276930455725,0.03671091594193088,-0.2534244090614351,-0.2534244090614351,-76.02256724450483,0.13654699618572458,3.2217058963762186,11.155178749547062,-1.113407448335185,2.5041999960284693,0.045718123705293386,-0.21519840294822984,6.215545130416339,-0.10906633581580537,-0.21519840294822984,-1.113407448335185,1.0028349857965508,-0.182158344545366,1.6042772390374764,0.3219334395410543,6.215545130416339,-61.08927293200276,-1.113407448335185,-4.337325084041471,0.0025956159553179943,0.36078751050634716,-0.04735436863115081,-3030.043695602889,-61.08927293200276,2.096345056914974,0.10766127846131741,0.3661744829209087,0.26966737152064485,0.27175903054481304,0.20607799431477133,-0.21519840294822984,0.0359770084248854,5.282583088309548,0.0359770084248854,1.0028349857965508,-1.4151172037748327,0.015107044530361134,2.096345056914974,0.3661744829209087,0.26966737152064485,5.411419566727301,2.096345056914974,-4.337325084041471,0.3661744829209087,0.10766127846131741,1.177767634211047,2.096345056914974,0.27553649714567524,5.411419566727301,2.096345056914974,6.215545130416339,-0.016129843115700912,1.6042772390374764,0.27553649714567524,0.26630876521767016,0.3219334395410543,-4.337325084041471,5.282583088309548,-0.182158344545366,0.17061151718150416,0.0025956159553179943,2.096345056914974,2.096345056914974,0.26617672788164415,3.389624187453431,2.096345056914974,2.096345056914974,0.26617672788164415,1.6042772390374764,0.8174541555413629,-1.1466685683381093,-3030.043695602889,1.639853051639417,0.17061151718150416,-0.016129843115700912,-1.1466685683381093,3.389624187453431,0.17061151718150416,0.3661744829209087,2.096345056914974,0.8174541555413629,0.36078751050634716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
