group,MAR04408F,MAR04410F,MAR04410B,MAR04408B,MAR04518,MAR04789,MAR08755,MAR04791,MAR04520,MAR04788,MAR04519,MAR07703,MAR06768,MAR07706,MAR07702F,MAR11305,MAR07702B,MAR03816,MAR08779,MAR06780,MAR03263B,MAR08426,MAR06603B,MAR00648,MAR04777,MAR00649,MAR03778,MAR04650,MAR03831,MAR00622,MAR03777,MAR04648,MAR04323,MAR03883,MAR06725B,MAR06603F,MAR06923,MAR08582,MAR03263F,MAR04646,MAR06602F,MAR06602B,MAR01649,MAR04649,MAR03940,MAR04087,MAR03765,MAR04174,MAR04776,MAR04284,MAR08539,MAR02027F,MAR03903,MAR04091,MAR01616B,MAR01616F,MAR03845B,MAR08589,MAR08587,MAR04089,MAR02027B,MAR04574B,MAR04792F,MAR08684F,MAR03829B,MAR03807B,MAR04034,MAR03829F,MAR04792B,MAR04574F,MAR08743F,MAR04302,MAR03989,MAR09802,MAR04330B,MAR04406,MAR04652B,MAR03747,MAR04808,MAR03827F,MAR04330F,MAR04194,MAR03912B,MAR04693F,MAR03845F,MAR03890,MAR04693B,MAR03892,MAR03807F,MAR04690,MAR03827B,MAR08607,MAR04582F,MAR03744,MAR08416,MAR03912F,MAR04046,MAR04300,MAR06725F,MAR04582B,MAR04260,MAR08684B,MAR04652F,MAR08743B,MAR04807B,MAR04783B,MAR12742B,MAR04783F,MAR13004F,MAR12751F,MAR12742F,MAR04807F,MAR12751B,MAR13004B
Broccoli,-14.977011316981706,-14.977011316981706,14.977011316981706,14.977011316981706,-159.60440481756504,6212.680894248439,-137.87964571164437,-6214.154534996149,-137.87964571164437,-6214.154534996149,-137.87964571164437,6048.516663502034,844.4903644431046,6048.516663502034,-6048.516663502034,-97.34330974237814,6048.516663502034,-9.526621350288188,-6048.516663502034,844.4903644431046,-145.32611087515568,-9.526621350288188,-145.32611087515568,5.733533032474799,156.13776128942175,-5.733533032474799,746.8118229746298,48.174905675173974,-219.59103783776843,127.03300538244999,746.8118229746298,48.174905675173974,119.70187762397926,127.3251971039294,-598.6409878096204,145.32611087515568,755.0517510744714,-101.31179061059699,145.32611087515568,48.174905675173974,145.32611087515568,-145.32611087515568,156.13776128942175,48.174905675173974,-245.84937663348413,12.803628256958596,755.0517510744714,-249.0453136595857,156.13776128942175,114.38150189251634,-245.84937663348413,7.62331947995013,176.43040594557317,12.803628256958596,-598.6409878096204,598.6409878096204,14.783621194298219,-1047.837083050787,-1047.837083050787,12.803628256958596,-7.62331947995013,21.147895083943006,14.783621194298219,479.0248176917119,-249.63707731397025,-516.8456755338427,396.721186095654,249.63707731397025,-14.783621194298219,-21.147895083943006,61.327741291488095,7.62331947995013,-1047.837083050787,396.721186095654,498.6823909735559,396.721186095654,-61.327741291488095,754.9419016202802,396.721186095654,249.63707731397025,-498.6823909735559,396.721186095654,-479.0248176917119,480.1265835804574,-14.783621194298219,-396.721186095654,-480.1265835804574,396.721186095654,516.8456755338427,-480.1265835804574,-249.63707731397025,396.721186095654,98.73806328171437,754.9419016202802,-488.09114720840427,479.0248176917119,396.721186095654,396.721186095654,598.6409878096204,-98.73806328171437,396.721186095654,-479.0248176917119,61.327741291488095,-61.327741291488095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NoBroccoli,10.273179928307776,10.273179928307776,-10.273179928307776,-10.273179928307776,-85.96999209826558,2412.879779568913,-84.98129926811097,-2408.881451232261,-84.98129926811097,-2408.881451232261,-84.98129926811097,2364.7364037185894,436.8424153239551,2364.7364037185894,-2364.7364037185894,-1664.8334660199248,2364.7364037185894,-19.86990090687943,-2364.7364037185894,436.8424153239551,-69.46439243158355,-19.86990090687943,-69.46439243158355,-19.17279672287772,-485.221055225706,19.17279672287772,431.9604789099989,27.654067460941736,-135.18439719252487,127.5744610424589,431.9604789099989,27.654067460941736,95.18504641421424,107.63619759341172,-280.85639547563716,69.46439243158355,410.0692821600683,-201.40218814343686,69.46439243158355,27.654067460941736,69.46439243158355,-69.46439243158355,-485.221055225706,27.654067460941736,-155.98601984831794,-3.5689504059077746,410.0692821600683,-120.54005000574445,-485.221055225706,106.70914272585303,-155.98601984831794,12.451151179197469,158.9857660678284,-3.5689504059077746,-280.85639547563716,280.85639547563716,-62.38750202595324,-1704.642021206601,-1704.642021206601,-3.5689504059077746,-12.451151179197469,20.595935651202442,-62.38750202595324,239.03894860218927,-98.107629752867,-260.90798587464934,291.46426207460564,98.107629752867,62.38750202595324,-20.595935651202442,-533.6385363852118,12.451151179197469,-1704.642021206601,291.46426207460564,218.64767975861147,291.46426207460564,533.6385363852118,364.4422045210512,291.46426207460564,98.107629752867,-218.64767975861147,291.46426207460564,-239.03894860218927,280.5718330719322,62.38750202595324,-291.46426207460564,-280.5718330719322,291.46426207460564,260.90798587464934,-280.5718330719322,-98.107629752867,291.46426207460564,7.389273021977991,364.4422045210512,-260.87733638076173,239.03894860218927,291.46426207460564,291.46426207460564,280.85639547563716,-7.389273021977997,291.46426207460564,-239.03894860218927,-533.6385363852118,533.6385363852118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
