group,MAR04408F,MAR04410F,MAR04410B,MAR04408B,MAR04518,MAR04789,MAR08755,MAR04791,MAR04520,MAR04788,MAR04519,MAR07703,MAR06768,MAR07706,MAR07702F,MAR11305,MAR07702B,MAR03816,MAR08779,MAR06780,MAR03263B,MAR08426,MAR06603B,MAR00648,MAR04777,MAR00649,MAR03778,MAR04650,MAR03831,MAR00622,MAR03777,MAR04648,MAR04323,MAR03883,MAR06725B,MAR06603F,MAR06923,MAR08582,MAR03263F,MAR04646,MAR06602F,MAR06602B,MAR01649,MAR04649,MAR03940,MAR04087,MAR03765,MAR04174,MAR04776,MAR04284,MAR08539,MAR02027F,MAR03903,MAR04091,MAR01616B,MAR01616F,MAR03845B,MAR08589,MAR08587,MAR04089,MAR02027B,MAR04574B,MAR04792F,MAR08684F,MAR03829B,MAR03807B,MAR04034,MAR03829F,MAR04792B,MAR04574F,MAR08743F,MAR04302,MAR03989,MAR09802,MAR04330B,MAR04406,MAR04652B,MAR03747,MAR04808,MAR03827F,MAR04330F,MAR04194,MAR03912B,MAR04693F,MAR03845F,MAR03890,MAR04693B,MAR03892,MAR03807F,MAR04690,MAR03827B,MAR08607,MAR04582F,MAR03744,MAR08416,MAR03912F,MAR04046,MAR04300,MAR06725F,MAR04582B,MAR04260,MAR08684B,MAR04652F,MAR08743B,MAR04807B,MAR04783B,MAR12742B,MAR04783F,MAR13004F,MAR12751F,MAR12742F,MAR04807F,MAR12751B,MAR13004B
Broccoli,28.207360814087348,28.207360814087348,28.207360814087348,28.207360814087348,129.53649776255557,3859.599249971967,135.9589610153436,3861.471799239872,135.9589610153436,3861.471799239872,135.9589610153436,3896.2849878581733,575.8694445474642,3896.2849878581733,3896.2849878581733,12891.340354494732,3896.2849878581733,63.65752460619498,3896.2849878581733,575.8694445474642,108.25428630423683,63.65752460619498,108.25428630423683,73.18683384011018,167.8419260412775,73.18683384011018,572.038325582311,99.69389591009369,422.95563818690727,185.60071520829635,572.038325582311,99.69389591009369,219.07437476112065,214.7047097590715,590.3088146295488,108.25428630423683,624.0536303714339,1145.8536182098806,108.25428630423683,99.69389591009369,108.25428630423683,108.25428630423683,167.8419260412775,99.69389591009369,214.7417084172587,30.986589617616772,624.0536303714339,447.67671670070905,167.8419260412775,179.74727724459612,214.7417084172587,10.494930888041111,546.4161501152078,30.986589617616772,590.3088146295488,590.3088146295488,203.72253008452756,3351.7910180368967,3351.7910180368967,30.986589617616772,10.494930888041111,60.24283381855516,203.72253008452756,739.9973796142648,445.3879978757607,704.0191302721777,617.449038117178,445.3879978757607,203.72253008452756,60.24283381855516,127.89334765307056,10.494930888041111,3351.7910180368967,617.449038117178,748.5588494138112,617.449038117178,127.89334765307056,588.363164654704,617.449038117178,445.3879978757607,748.5588494138112,617.449038117178,739.9973796142648,743.4677457672283,203.72253008452756,617.449038117178,743.4677457672283,617.449038117178,704.0191302721777,743.4677457672283,445.3879978757607,617.449038117178,372.582172755765,588.363164654704,709.6283836998455,739.9973796142648,617.449038117178,617.449038117178,590.3088146295488,372.582172755765,617.449038117178,739.9973796142648,127.89334765307056,127.89334765307056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NoBroccoli,28.913468159523227,28.913468159523227,28.913468159523227,28.913468159523227,101.78316617607248,1793.9426547812955,102.67302860229968,1797.4804997888332,102.67302860229968,1797.4804997888332,102.67302860229968,1678.6691627688672,1149.5044136304857,1678.6691627688672,1678.6691627688672,5823.224976933223,1678.6691627688672,48.464702569329035,1678.6691627688672,1149.5044136304857,60.47480953843109,48.464702569329035,60.47480953843109,52.387527440507114,2348.217393229339,52.387527440507114,1192.0482133826024,104.78038179481972,388.5723382081416,136.50636130126193,1192.0482133826024,104.78038179481972,113.48439502774674,111.14539031735673,1177.8382336865427,60.47480953843109,1166.4369247547909,970.5671829627524,60.47480953843109,104.78038179481972,60.47480953843109,60.47480953843109,2348.217393229339,104.78038179481972,134.72181836368753,38.77894696682214,1166.4369247547909,416.97730791565317,2348.217393229339,179.16144048419366,134.72181836368753,15.079227396464308,682.4937872538767,38.77894696682214,1177.8382336865427,1177.8382336865427,158.39554504380183,5942.5396510403225,5942.5396510403225,38.77894696682214,15.079227396464308,62.96657322242664,158.39554504380183,1155.5844461754637,909.4193554515163,1119.337800159497,776.2477207123366,909.4193554515163,158.39554504380183,62.96657322242664,2338.2963213561043,15.079227396464308,5942.5396510403225,776.2477207123366,1158.0303698325188,776.2477207123366,2338.2963213561043,1157.3259690290427,776.2477207123366,909.4193554515163,1158.0303698325188,776.2477207123366,1155.5844461754637,1116.240428639434,158.39554504380183,776.2477207123366,1116.240428639434,776.2477207123366,1119.337800159497,1116.240428639434,909.4193554515163,776.2477207123366,246.1419152300862,1157.3259690290427,1114.3926672088737,1155.5844461754637,776.2477207123366,776.2477207123366,1177.8382336865427,246.14191523008623,776.2477207123366,1155.5844461754637,2338.2963213561043,2338.2963213561043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
