group,MAR08582,MAR04410B,MAR04408B,MAR04410F,MAR04408F,MAR04690,MAR04693B,MAR03827B,MAR04693F,MAR03829F,MAR11305,MAR03940,MAR08539,MAR03829B,MAR04087,MAR00648,MAR03903,MAR04091,MAR03827F,MAR07702F,MAR00622,MAR04582B,MAR04518,MAR04582F,MAR04089,MAR03765,MAR00649,MAR07703,MAR04174,MAR07702B,MAR03989,MAR08589,MAR04776,MAR03744,MAR08684F,MAR04792B,MAR03747,MAR03912F,MAR08779,MAR04792F,MAR06923,MAR02027B,MAR08587,MAR07706,MAR04574F,MAR04789,MAR04284,MAR03845F,MAR04302,MAR04777,MAR08416,MAR04519,MAR04520,MAR06780,MAR08684B,MAR03816,MAR04650,MAR04646,MAR04791,MAR03845B,MAR01649,MAR02027F,MAR04648,MAR04330F,MAR04323,MAR04652B,MAR04574B,MAR03912B,MAR04330B,MAR06768,MAR06725B,MAR03807B,MAR03777,MAR04652F,MAR08426,MAR04649,MAR04788,MAR03831,MAR01616B,MAR08743B,MAR08743F,MAR03778,MAR03807F,MAR06725F,MAR08755,MAR01616F,MAR06603F,MAR04046,MAR03883,MAR03890,MAR04406,MAR08607,MAR06603B,MAR04034,MAR06602B,MAR09802,MAR03892,MAR03263F,MAR03263B,MAR04194,MAR04808,MAR04260,MAR06602F,MAR04300,MAR04807B,MAR12742B,MAR04783B,MAR04783F,MAR12751B,MAR13004F,MAR12751F,MAR12742F,MAR04807F,MAR13004B
Avocado,4987.557141043282,65.246959185461,65.246959185461,65.246959185461,65.246959185461,816.4358899389321,816.4358899389321,1162.669879290309,816.4358899389321,1162.669879290309,51044.69218126623,506.27435493610676,506.27435493610676,1162.669879290309,110.70529652343993,3560.377535802268,3051.3360982958957,110.70529652343993,1162.669879290309,960.3278759668042,2764.199852222696,1252.3536692038865,158.68145363610157,1252.3536692038863,110.70529652343993,3368.921615308842,3560.377535802268,960.3278759668042,3085.6919483031256,960.3278759668042,46125.275293419225,46125.275293419225,2262.3432505727233,2621.3858937577493,1190.202636238775,388.2527613252182,2621.3858937577493,1190.202636238775,960.3278759668042,388.2527613252182,3368.921615308842,97.21645287153925,46125.275293419225,960.3278759668042,483.1092911091633,1170.5309281218601,330.9113018422377,388.2527613252182,97.21645287153925,2262.3432505727233,1026.28359395452,119.47401966537089,119.47401966537089,1873.0122451251273,1190.202636238775,117.92547578567243,154.78165306790072,154.78165306790072,1231.77686866154,388.2527613252182,2262.3432505727233,97.21645287153925,154.78165306790072,2257.6282124831732,863.6456475322148,2307.8320023689575,483.1092911091633,1190.202636238775,2257.6282124831732,1873.0122451251273,1703.241486635395,1186.0327463841752,2059.273098099302,2307.8320023689575,117.92547578567243,154.78165306790072,1231.77686866154,403.79132113235937,1703.241486635395,2307.8320023689575,2307.8320023689575,2059.273098099302,1186.0327463841752,1703.241486635395,119.47401966537089,1703.241486635395,118.71238747759246,2901.239360258418,768.8287765518857,2901.239360258418,2901.239360258418,2901.239360258418,118.71238747759246,2901.239360258418,118.71238747759246,2901.239360258418,2901.239360258418,118.71238747759246,118.71238747759246,2901.239360258418,2901.239360258418,2901.239360258418,118.71238747759246,2901.239360258418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NoAvocado,1794.5492678561889,31.78493705540798,31.78493705540798,31.78493705540798,31.78493705540798,733.6443876052313,733.6443876052313,434.8770064908507,733.6443876052313,434.8770064908507,20932.58919725535,233.36159063582554,233.36159063582554,434.8770064908507,33.89249962363902,435.35909277484996,2090.943899604556,33.89249962363902,434.8770064908507,2498.6298042626245,359.8881048626455,508.9381617618499,197.09464419799002,508.9381617618499,33.89249962363902,1659.5249980446242,435.35909277484996,2498.6298042626245,481.2123075705699,2498.6298042626245,10521.811696049373,10521.811696049373,3238.372986692499,1151.3711627098228,718.2094184350794,380.7049109027849,1151.3711627098228,718.2094184350794,2498.6298042626245,380.7049109027849,1659.5249980446242,24.3323831169393,10521.811696049373,2498.6298042626245,94.84396942346018,2597.3433470702234,333.7104184128611,380.7049109027849,24.3323831169393,3238.372986692499,679.9606034781509,147.67406960893564,147.67406960893564,902.7747131699188,718.2094184350794,105.04211580916467,203.4067790569516,203.4067790569516,2602.425668509495,380.7049109027849,3238.372986692499,24.3323831169393,203.4067790569516,700.4730326098912,237.60593132741124,3215.136084900699,94.84396942346018,718.2094184350794,700.4730326098912,902.7747131699188,893.439969396101,742.0321141429781,1010.17777513425,3215.136084900699,105.04211580916467,203.4067790569516,2602.425668509495,467.1349092918104,893.439969396101,3215.136084900699,3215.136084900699,1010.17777513425,742.0321141429781,893.439969396101,147.67406960893564,893.439969396101,88.34717390270389,2066.3158348515303,222.03970929668816,2066.3158348515303,2066.3158348515303,2066.3158348515303,88.34717390270389,2066.3158348515303,88.34717390270389,2066.3158348515303,2066.3158348515303,88.34717390270389,88.34717390270389,2066.3158348515303,2066.3158348515303,2066.3158348515303,88.34717390270389,2066.3158348515303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
