group,MAR08582,MAR04690,MAR04091,MAR08539,MAR03940,MAR04087,MAR04089,MAR08416,MAR03903,MAR07703,MAR08779,MAR00648,MAR03744,MAR07706,MAR04302,MAR04174,MAR11305,MAR00622,MAR03747,MAR00649,MAR06780,MAR06768,MAR04789,MAR04518,MAR04323,MAR03777,MAR01649,MAR04777,MAR04284,MAR03765,MAR04776,MAR04648,MAR03831,MAR04791,MAR08755,MAR03778,MAR04650,MAR04788,MAR04646,MAR06923,MAR04649,MAR04519,MAR03883,MAR08426,MAR04520,MAR03989,MAR08587,MAR08589,MAR03816,MAR04046,MAR09802,MAR04260,MAR04300,MAR03892,MAR04034,MAR04406,MAR04194,MAR03890,MAR04808,MAR08607
Avocado,-1050.3653757329073,-158.071516669153,46.01104543371958,190.45010881921075,190.45010881921075,46.01104543371958,46.01104543371958,-248.3860516659331,-732.8299541367201,557.3287115662697,-557.3287115662697,-958.3017877532991,-428.56460378677485,557.3287115662697,32.035380867837794,562.2539916460433,-13527.219224961684,647.6864306568843,-428.56460378677485,958.3017877532991,-378.005915921289,-378.005915921289,68.11442566385392,48.848712067726325,-327.1703351008343,-314.0261002574224,-543.2144608005432,-543.2144608005432,78.06285462473531,-639.7072656445465,-543.2144608005432,-79.44829864925497,-24.60273081988997,-38.76080399754748,-23.613009407455948,-314.0261002574224,-79.44829864925497,-38.76080399754748,-79.44829864925497,-639.7072656445465,-79.44829864925497,-23.613009407455948,-295.1349542329965,0.28203119803399757,-23.613009407455948,15578.961581976797,15578.961581976797,15578.961581976797,0.28203119803399757,-680.2018777385572,-680.2018777385572,-680.2018777385572,-680.2018777385572,-680.2018777385572,-680.2018777385572,-680.2018777385572,-680.2018777385572,680.2018777385572,-680.2018777385572,-680.2018777385572
NoAvocado,609.6210485399488,113.1405189743364,-3.4663833739982595,52.10903815639272,52.10903815639272,-3.4663833739982595,-3.4663833739982595,54.606821195704384,-1053.5694866965096,777.837397609013,-777.837397609013,-203.52588697226534,-470.6393843047067,777.837397609013,4.064761012638735,-123.28125934296916,3458.2782710517326,111.7382685980099,-470.6393843047067,203.52588697226534,-326.76832416311663,-326.76832416311663,480.1470084704111,22.150003625009678,-117.12465125650968,-337.30008381350245,794.9911487029465,794.9911487029465,155.11953659205622,-628.3027083592965,794.9911487029465,-67.6700418511017,-129.33317992505877,-475.0679804160118,-64.96444253774982,-337.30008381350245,-67.6700418511017,-475.0679804160118,-67.6700418511017,-628.3027083592965,-67.6700418511017,-64.96444253774982,-113.05989024387094,2.612808898254149,-64.96444253774982,7097.965673052539,7097.965673052539,7097.965673052539,2.612808898254149,-913.3265971257034,-913.3265971257034,-913.3265971257034,-913.3265971257034,-913.3265971257034,-913.3265971257034,-913.3265971257034,-913.3265971257034,913.3265971257034,-913.3265971257034,-913.3265971257034
