group,4906.Broccoli,4912.Broccoli,4911.Broccoli,4916.Broccoli,4914.Broccoli,4902.Broccoli,4909.Broccoli,4918.Broccoli,4901.Broccoli,4915.Broccoli,4908.Broccoli,4913.Broccoli,4915.NoBroccoli,4904.Broccoli,4903.Broccoli,4918.NoBroccoli,4912.NoBroccoli,4910.NoBroccoli,4904.NoBroccoli,4911.NoBroccoli,4906.NoBroccoli,4908.NoBroccoli,4903.NoBroccoli,4902.NoBroccoli,4913.NoBroccoli,4901.NoBroccoli,4909.NoBroccoli,4916.NoBroccoli,4914.NoBroccoli,MAR08764,MAR04648,MAR04089,MAR04091,MAR04046,MAR04406,MAR04518,MAR04519,MAR04520,MAR04646,MAR04649,MAR04808,MAR03892,MAR03890,MAR04650,MAR03831,MAR04194,MAR04034,MAR08755,MAR04087,MAR10034,MAR04416,MAR03989,HMDB0000944-,HMDB0002212-,HMDB0000134-,HMDB0000641-,HMDB0000892-,HMDB0000112-,4910.Broccoli,HMDB0000535-,MAR08581,MAR04415,MAR08591,MAR08592,MAR08580,MAR08582,MAR08587,MAR08589,MAR08584,MAR04303,MAR09802,MAR03903,MAR04196,MAR05261,MAR05267,MAR05266,MAR05265,MAR05264,MAR05263,MAR05262,MAR05260,MAR05269,MAR05259,MAR05258,MAR07306,MAR07305,MAR07304,MAR07303,MAR05268,MAR05270,MAR04197,MAR05279,MAR05285,MAR05284,MAR05283,MAR05282,MAR05281,MAR05280,MAR05278,MAR05271,MAR05277,MAR05276,MAR05275,MAR05274,MAR05273,MAR05272,MAR07302,MAR07301,MAR04300,MAR08426,MAR04788,MAR04467,MAR04284,MAR04198,MAR03883,MAR08607,MAR08416,MAR04174,MAR04787,MAR04777,MAR04776,MAR03816,MAR06780,MAR04690,MAR04789,MAR04791,MAR07703,MAR03747,MAR03744,MAR03777,MAR03778,MAR06923,MAR03765,MAR03940,MAR06768,MAR08539,MAR04302,MAR04323,MAR04324,MAR04328,MAR04329,HMDB0000220-,HMDB0000224-,MAR05287,HMDB0000511-,HMDB0000641+,HMDB0000626+,HMDB0000574+,HMDB0000573+,HMDB0000535+,HMDB0000517-,HMDB0000301-,HMDB0000660+,HMDB0000300-,HMDB0000294+,HMDB0000292+,HMDB0000289+,HMDB0000283-,HMDB0000262-,HMDB0000646+,HMDB0000666-,HMDB0000243-,HMDB0000892+,HMDB0001488-,HMDB0001251+,HMDB0001160-,HMDB0001138-,HMDB0000944+,HMDB0000929+,HMDB0000883-,HMDB0000673+,HMDB0000827-,HMDB0000826-,HMDB0000806-,HMDB0000763+,HMDB0000754-,HMDB0000687-,HMDB0000254+,HMDB0000226+,HMDB0000157-,HMDB0000123+,HMDB0000149-,HMDB0000148-,HMDB0000143+,HMDB0000134+,HMDB0000132+,HMDB0000131+,HMDB0000122+,HMDB0000157+,HMDB0000119+,HMDB0000115+,HMDB0000112+,HMDB0000067+,HMDB0000056-,HMDB0000020-,HMDB0000156+,HMDB0000158+,HMDB0000224+,HMDB0000191+,HMDB0000220+,HMDB0000214-,HMDB0000211+,HMDB0000210-,HMDB0000209-,HMDB0000195+,HMDB0000187+,HMDB0000159-,HMDB0000182+,HMDB0000172-,HMDB0000169+,HMDB0000167+,HMDB0000163+,HMDB0000162-,HMDB0001858+,HMDB0001893+,HMDB0002003+,HMDB0000187-,HMDB0000929-,HMDB0000763-,HMDB0000574-,HMDB0000511+,HMDB0000292-,HMDB0000214+,HMDB0000167-,HMDB0000122-,HMDB0000158-,HMDB0000132-,HMDB0000123-,HMDB0002259+,HMDB0001160+,HMDB0001138+,HMDB0001858-,HMDB0000131-,HMDB0002212+,HMDB0000182-,HMDB0001893-,HMDB0001251-,HMDB0000673-,HMDB0000573-,HMDB0000211-,HMDB0000195-,HMDB0000115-,HMDB0000163-,HMDB0000067-,HMDB0000169-,HMDB0002356-,HMDB0002003-,HMDB0000254-,HMDB0000209+,HMDB0000826+,HMDB0000806+,HMDB0000626-,HMDB0000156-,HMDB0000262+,HMDB0000243+,HMDB0000226-,HMDB0000210+,HMDB0000191-,HMDB0000159+,HMDB0000149+,HMDB0000301+,HMDB0000148+,HMDB0000143-,HMDB0000056+,HMDB0000011-,HMDB0002356+,HMDB0002259-,HMDB0000283+,HMDB0000289-,HMDB0000300+,HMDB0000517+,HMDB0000646-,HMDB0000660-,HMDB0000666+,HMDB0000687+,HMDB0000754+,HMDB0000827+,HMDB0000883+,HMDB0001488+,HMDB0000020+,HMDB0000119-,HMDB0000162+,HMDB0000172+,HMDB0000294-,MAR05286,MAR05288,MAR10033,MAR11112,MAR11121,MAR11120,MAR11119,MAR11118,MAR11116,MAR11115,MAR11111,MAR11123,MAR11109,MAR11108,MAR11107,MAR11106,MAR11105,MAR11104,MAR11122,MAR11124,MAR11101,MAR11135,MAR11142,MAR11140,MAR11139,MAR11138,MAR11137,MAR11136,MAR11134,MAR11127,MAR11133,MAR11132,MAR11131,MAR11130,MAR11129,MAR11128,MAR11102,MAR11100,MAR11054,MAR11068,MAR11078,MAR11077,MAR11074,MAR11073,MAR11072,MAR11071,MAR11067,MAR11082,MAR11062,MAR11061,MAR11060,MAR11059,MAR11058,MAR11057,MAR11080,MAR11083,MAR11099,MAR11092,MAR11098,MAR11097,MAR11096,MAR11095,MAR11094,MAR11093,MAR11091,MAR11084,MAR11090,MAR11089,MAR11088,MAR11087,MAR11086,MAR11085,MAR11143,MAR11144,MAR11145,MAR11195,MAR11202,MAR11201,MAR11200,MAR11199,MAR11197,MAR11196,MAR11194,MAR11204,MAR11193,MAR11192,MAR11191,MAR11190,MAR11189,MAR11187,MAR11203,MAR11205,MAR11146,MAR11216,MAR11413,MAR11222,MAR11220,MAR11219,MAR11218,MAR11217,MAR11215,MAR11206,MAR11214,MAR11212,MAR11211,MAR11209,MAR11208,MAR11207,MAR11186,MAR11185,MAR11184,MAR11155,MAR11161,MAR11160,MAR11159,MAR11158,MAR11157,MAR11156,MAR11154,MAR11183,MAR11153,MAR11152,MAR11151,MAR11150,MAR11149,MAR11148,MAR11163,MAR11164,MAR11165,MAR11166,MAR11167,MAR11168,MAR11169,MAR11170,MAR11171,MAR11172,MAR11173,MAR11174,MAR11175,MAR11176,MAR11179,MAR11181,MAR11182,MAR11056,MAR11053,MAR05289,MAR05257,MAR11305,MAR09943,MAR09931,MAR04413,MAR01649,MAR00021,MAR00691,MAR12993,MAR00690,MAR00689,MAR00687,MAR00686,MAR00685,MAR00012,MAR12140,MAR13078,MAR04260,MAR04109,MAR07702,MAR04792,MAR04582,MAR03845,MAR03807,MAR04693,MAR03899,MAR10064,MAR03829,MAR03827,MAR03813,MAR06603,MAR06602,MAR04574,MAR09481,MAR00649,MAR11052,MAR03544,MAR03566,MAR03559,MAR03555,MAR03551,MAR03548,MAR03545,MAR03540,MAR03570,MAR08779,MAR07706,MAR09818,MAR09817,MAR05291,MAR05290,MAR03569,MAR03572,MAR00648,MAR03712,MAR00622,MAR08238,MAR03732,MAR03718,MAR03716,MAR03715,MAR03705,MAR03586,MAR03701,MAR03697,MAR03694,MAR03691,MAR03690,MAR03686,MAR05336,MAR06708,MAR06725,MAR11019,MAR11026,MAR11024,MAR11023,MAR11022,MAR11021,MAR11020,MAR11018,MAR11029,MAR11017,MAR11016,MAR11015,MAR11014,MAR11013,MAR11012,MAR11027,MAR11031,MAR03912,MAR11042,MAR11049,MAR11048,MAR11046,MAR11045,MAR11044,MAR11043,MAR11041,MAR11032,MAR11040,MAR11039,MAR11036,MAR11035,MAR11034,MAR11033,MAR11011,MAR11007,MAR11006,MAR00688,MAR10981,MAR03263,MAR03042,MAR02027,MAR01616,MAR00692,MAR01834,MAR11005,MAR08743,MAR04652,MAR04410,MAR04408,MAR04330,MAR08684,MAR10982,MAR10984,MAR10986,MAR10988,MAR10989,MAR10991,MAR10993,MAR10994,MAR10995,MAR10996,MAR10998,MAR10999,MAR11000,MAR11001,MAR11002,MAR11003,MAR11004,HMDB0000011+
Broccoli,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.25819888974716115,0.2581988897471611,0.2581988897471611,0.25819888974716115,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.0,0.2581988897471611,0.2581988897471611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25819888974716115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NoBroccoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25819888974716115,0.0,0.0,0.2581988897471611,0.25819888974716115,0.25819888974716115,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
