group,4308:P1.NoWalnut,4316:P2.NoWalnut,4313:P1.NoWalnut,4305:P1.NoWalnut,4310:P1.NoWalnut,4318:P1.NoWalnut,4314:P1.NoWalnut,4303:P1.NoWalnut,4304:P2.NoWalnut,4301:P2.NoWalnut,4317:P1.NoWalnut,4302:P2.NoWalnut,4312:P2.NoWalnut,4306:P2.NoWalnut,4311:P2.NoWalnut,4309:P1.NoWalnut,4307:P2.NoWalnut,4311:P1.Walnut,4316:P1.Walnut,4306:P1.Walnut,4313:P2.Walnut,4308:P2.Walnut,4314:P2.Walnut,4315:P1.Walnut,4318:P2.Walnut,4304:P1.Walnut,4312:P1.Walnut,4307:P1.Walnut,4301:P1.Walnut,4317:P2.Walnut,4305:P2.Walnut,4303:P2.Walnut,4302:P1.Walnut,4309:P2.Walnut,4310:P2.Walnut,HMDB0000226-,HMDB0000156-,HMDB0000191-,HMDB0000243+,HMDB0000149+,HMDB0000148+,HMDB0000210+,HMDB0000262+,HMDB0000159+,MAR13004,HMDB0000511+,HMDB0000283+,HMDB0000214+,HMDB0000187-,HMDB0000167-,HMDB0000158-,HMDB0000132-,HMDB0000123-,HMDB0002259+,HMDB0001160+,HMDB0001138+,HMDB0000826+,HMDB0000806+,HMDB0000626-,HMDB0000301+,HMDB0000294-,HMDB0000172+,HMDB0000162+,HMDB0000119-,HMDB0000020+,HMDB0001488+,HMDB0000883+,HMDB0000827+,HMDB0000754+,HMDB0000687+,HMDB0000666+,HMDB0000660-,HMDB0000646-,HMDB0000517+,HMDB0000300+,HMDB0000289-,HMDB0000143-,HMDB0000056+,HMDB0000011-,HMDB0000195+,HMDB0000163+,HMDB0000167+,HMDB0000169+,HMDB0000172-,HMDB0000182+,HMDB0000187+,HMDB0000191+,HMDB0000209-,HMDB0002356+,HMDB0000210-,HMDB0000211+,HMDB0000214-,HMDB0000220+,HMDB0000224+,HMDB0000226+,HMDB0000243-,HMDB0000162-,HMDB0000159-,HMDB0000158+,HMDB0000157+,HMDB0000020-,HMDB0000056-,HMDB0000067+,HMDB0000112+,HMDB0000115+,HMDB0000119+,HMDB0000122+,HMDB0000123+,HMDB0000131+,HMDB0000132+,HMDB0000134+,HMDB0000143+,HMDB0000148-,HMDB0000149-,HMDB0000156+,HMDB0000254+,HMDB0000262-,HMDB0000283-,HMDB0000763+,HMDB0000826-,HMDB0000827-,HMDB0000883-,HMDB0000892+,HMDB0000929+,HMDB0000944+,HMDB0001138-,HMDB0001160-,HMDB0001251+,HMDB0001488-,HMDB0001858+,HMDB0001893+,HMDB0002003+,HMDB0002212+,HMDB0002259-,HMDB0000806-,HMDB0000754-,HMDB0000289+,HMDB0000687-,HMDB0000292+,HMDB0000294+,HMDB0000300-,HMDB0000301-,HMDB0000511-,HMDB0000517-,HMDB0000535+,HMDB0000573+,HMDB0000574+,HMDB0000626+,HMDB0000641+,HMDB0000646+,HMDB0000660+,HMDB0000666-,HMDB0000673+,HMDB0000292-,HMDB0000573-,HMDB0000574-,MAR03778,MAR00622,MAR08779,MAR07706,MAR04300,MAR04174,MAR04323,MAR04302,MAR08539,MAR06768,MAR03940,MAR03765,MAR06923,MAR03777,MAR00649,MAR03744,MAR03747,MAR07703,MAR04791,MAR04789,MAR04788,MAR04284,MAR03883,MAR08607,MAR08426,MAR08416,MAR04777,MAR00648,MAR04260,HMDB0000763-,MAR03912,MAR12742,MAR04807,MAR04783,MAR03263,MAR02027,MAR01616,MAR08743,MAR04652,MAR04410,MAR04408,MAR04330,MAR08684,MAR06725,MAR01649,MAR07702,MAR04792,MAR04582,MAR03845,MAR03807,MAR04693,MAR03829,MAR03827,MAR06603,MAR06602,MAR04574,MAR11305,MAR04776,MAR03816,MAR06780,HMDB0000195-,HMDB0000134-,HMDB0002212-,HMDB0000944-,HMDB0000220-,HMDB0000535-,HMDB0000224-,HMDB0000157-,HMDB0001893-,HMDB0001251-,HMDB0000673-,MAR12751,HMDB0000211-,HMDB0000182-,MAR04690,HMDB0000115-,HMDB0000067-,HMDB0000169-,HMDB0002356-,HMDB0002003-,HMDB0000254-,HMDB0000209+,HMDB0000163-,HMDB0000131-,HMDB0000122-,HMDB0001858-,HMDB0000929-,HMDB0000641-,HMDB0000892-,HMDB0000112-,4315:P2.NoWalnut,MAR03903,MAR09802,MAR03892,MAR03890,MAR03831,MAR04194,MAR04034,MAR08755,MAR04808,MAR04650,MAR04649,MAR04648,MAR04646,MAR04520,MAR04519,MAR04518,MAR04406,MAR04046,MAR04091,MAR04089,MAR04087,MAR08589,MAR08587,MAR08582,MAR03989,HMDB0000011+
NoWalnut,0.23570226039551584,0.23570226039551584,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.23570226039551584,0.23570226039551584,0.2357022603955158,0.23570226039551584,0.23570226039551584,0.23570226039551584,0.23570226039551584,0.2357022603955158,0.23570226039551584,0.23570226039551584,0.23570226039551584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2357022603955158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walnut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23570226039551584,0.2357022603955158,0.23570226039551584,0.23570226039551584,0.23570226039551584,0.2357022603955158,0.2357022603955158,0.2357022603955158,0.23570226039551584,0.23570226039551584,0.2357022603955158,0.23570226039551584,0.23570226039551584,0.23570226039551584,0.2357022603955158,0.23570226039551584,0.2357022603955158,0.23570226039551584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
