group,MAR04330B,MAR00622,MAR11305,MAR08426,MAR03816,MAR06602F,MAR06603F,MAR04518,MAR03263F,MAR04330F,MAR04693F,MAR06768,MAR03890,MAR06780,MAR04582B,MAR04574F,MAR04652F,MAR04792F,MAR04776,MAR03807F,MAR03883,MAR08684B,MAR03845B,MAR04087,MAR08416,MAR06923,MAR04693B,MAR04652B,MAR08582,MAR04089,MAR08743B,MAR08743F,MAR04323,MAR03765,MAR01649,MAR04284,MAR04574B,MAR08589,MAR04174,MAR07703,MAR04777,MAR04408F,MAR04091,MAR07702F,MAR04792B,MAR07702B,MAR00649,MAR08779,MAR04690,MAR07706,MAR03263B,MAR03845F,MAR03912B,MAR04410B,MAR08539,MAR02027B,MAR03807B,MAR03827F,MAR03989,MAR04789,MAR03903,MAR06602B,MAR08755,MAR01616B,MAR03940,MAR03831,MAR03827B,MAR03747,MAR04046,MAR06725B,MAR03829B,MAR00648,MAR01616F,MAR04788,MAR02027F,MAR06725F,MAR04520,MAR03912F,MAR03778,MAR08587,MAR04582F,MAR04034,MAR04408B,MAR04519,MAR04410F,MAR08684F,MAR08607,MAR09802,MAR03777,MAR04791,MAR04302,MAR04808,MAR03744,MAR03892,MAR04650,MAR04406,MAR04194,MAR04300,MAR04648,MAR06603B,MAR04649,MAR04646,MAR03829F,MAR04260,MAR04807B,MAR04783F,MAR12742B,MAR04783B,MAR12751F,MAR04807F,MAR12742F,MAR13004F,MAR12751B,MAR13004B
Almond,-17.682013508953904,0.3609791670473155,3.280706544855647,2.220821839857122,2.220821839857122,0.8234286580588048,0.8234286580588048,4.3699792382686224,0.8234286580588048,-0.00043725758736124214,-47.94198181162875,-1.6565985790386082,0.7690592272166309,-1.6565985790386082,-4.517659428840797,1.3980210717928347,-42.753259494194886,0.3316695242907789,-0.04519055235812074,-1.597658264270139,0.025729379378648602,0.0065110822402950986,0.3316695242907789,0.1455583746219167,0.022198627972569433,8.118441978527015,0.027346579167098917,0.7313407842438816,-0.38622306019378244,0.1455583746219167,0.7313407842438816,-42.753259494194886,-0.006872197391901353,8.118441978527015,-0.04519055235812074,-3.3285081160806342,0.4861687213165825,0.3115572748315109,0.0452826613185909,554.0762745980395,-0.04519055235812074,19.754334087854325,0.1455583746219167,0.21432423330721093,-0.08732250585266634,554.0762745980395,-2.6674059713350395,0.21432423330721093,0.027346579167098917,554.0762745980395,-14.024396240011315,-0.08732250585266634,0.0065110822402950986,0.43151724919550627,2.6242741501209994,-23.540316074634678,-0.01903154842597849,1.6423683018051651,0.3115572748315109,-3.545687842366001,0.6762388749479504,-14.024396240011315,1.174170020561272,0.05919282213267516,2.6242741501209994,-0.002193964980509776,0.6601227348213063,-3.1522890633719975,0.8009209134425733,0.05919282213267516,0.6601227348213063,-0.12030384334617315,6.048256999869571,-0.6513699685188735,-0.041165649826317,6.048256999869571,1.174170020561272,36.55212634256908,-16.71328490681748,0.3115572748315109,-2.179437814483046,0.8009209134425733,0.43151724919550627,1.174170020561272,19.754334087854325,36.55212634256908,0.8009209134425733,0.8009209134425733,-16.71328490681748,-0.6513699685188735,-0.041165649826317,0.8009209134425733,-3.1522890633719975,0.8009209134425733,-3.6280840190576145,0.8009209134425733,0.8009209134425733,0.8009209134425733,-3.6280840190576145,-14.024396240011315,-3.6280840190576145,-3.6280840190576145,1.6423683018051651,0.8009209134425733,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NoAlmond,527.4103097214713,-0.11837493224650973,0.6780100370238109,-6.426385851165684,-6.426385851165684,-0.4161979137887453,-0.4161979137887453,-528.088053583407,-0.4161979137887453,-0.006426968086612777,630.5417572100017,2.8269781878644413,3.1328902526145255,2.8269781878644413,-4.896576218471482,-0.5468991664304963,-4.014577413009996,0.9501857413076608,-0.6510663021858394,-28.34353970208387,-0.013249897236055951,-0.19895827303247068,0.9501857413076608,-0.08607997150658833,0.3058180738622663,-3.518252837626349,0.2501287839588201,0.1538431020202946,-2.4920508083153328,-0.08607997150658833,0.1538431020202946,-4.014577413009996,-0.050435269103938814,-3.518252837626349,-0.6510663021858394,0.3883678943530078,2.93634438877911,-70.62975840463693,0.2804861341823376,35.1515271417145,-0.6510663021858394,3.605651699014699,-0.08607997150658833,0.19407574861396362,1.2332942910757094,35.1515271417145,-34.585777498761864,0.19407574861396362,0.2501287839588201,35.1515271417145,-7.439941859946705,1.2332942910757094,-0.19895827303247068,0.4332598818351512,1.7394937842031004,0.2112594347470022,4.1523928824974154,1.6841501161289343,-70.62975840463693,-4.494592669754208,0.9507104640360323,-7.439941859946705,-8.66793399188826,9.440036523962563,1.7394937842031004,-0.012802335888308643,13.131541431294194,-2.9660445708778336,46.06120700976755,9.440036523962563,13.131541431294194,-0.16142564541027485,10.001407632093061,2.5985998332609586,-1.3816421434399895,10.001407632093061,-8.66793399188826,-292.5600667911655,-5.47486014848284,-70.62975840463693,0.8816579821189544,46.06120700976755,0.4332598818351512,-8.66793399188826,3.605651699014699,-292.5600667911655,46.06120700976755,46.06120700976755,-5.47486014848284,2.5985998332609586,-1.3816421434399895,46.06120700976755,-2.9660445708778336,46.06120700976755,0.09341816246584511,46.06120700976755,46.06120700976755,46.06120700976755,0.09341816246584511,-7.439941859946705,0.09341816246584511,0.09341816246584511,1.6841501161289343,46.06120700976755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
