group,MAR04330B,MAR00622,MAR11305,MAR08426,MAR03816,MAR06602F,MAR06603F,MAR04518,MAR03263F,MAR04330F,MAR04693F,MAR06768,MAR03890,MAR06780,MAR04582B,MAR04574F,MAR04652F,MAR04792F,MAR04776,MAR03807F,MAR03883,MAR08684B,MAR03845B,MAR04087,MAR08416,MAR06923,MAR04693B,MAR04652B,MAR08582,MAR04089,MAR08743B,MAR08743F,MAR04323,MAR03765,MAR01649,MAR04284,MAR04574B,MAR08589,MAR04174,MAR07703,MAR04777,MAR04408F,MAR04091,MAR07702F,MAR04792B,MAR07702B,MAR00649,MAR08779,MAR04690,MAR07706,MAR03263B,MAR03845F,MAR03912B,MAR04410B,MAR08539,MAR02027B,MAR03807B,MAR03827F,MAR03989,MAR04789,MAR03903,MAR06602B,MAR08755,MAR01616B,MAR03940,MAR03831,MAR03827B,MAR03747,MAR04046,MAR06725B,MAR03829B,MAR00648,MAR01616F,MAR04788,MAR02027F,MAR06725F,MAR04520,MAR03912F,MAR03778,MAR08587,MAR04582F,MAR04034,MAR04408B,MAR04519,MAR04410F,MAR08684F,MAR08607,MAR09802,MAR03777,MAR04791,MAR04302,MAR04808,MAR03744,MAR03892,MAR04650,MAR04406,MAR04194,MAR04300,MAR04648,MAR06603B,MAR04649,MAR04646,MAR03829F,MAR04260,MAR04807B,MAR04783F,MAR12742B,MAR04783B,MAR12751F,MAR04807F,MAR12742F,MAR13004F,MAR12751B,MAR13004B
Almond,117.96774395483597,0.6369885648250919,5.617175425765798,2.218963846535203,2.218963846535203,1.8834344037058135,1.8834344037058135,20.015090152487822,1.8834344037058135,0.04868238262507148,142.005303646018,6.830584774782316,1.2986090759669855,6.830584774782316,44.58098649198328,3.5010215288667177,167.44012134458572,1.1637941526772653,1.1563341706474648,40.95982056422055,0.05672693326489797,0.04260399727931278,1.1637941526772653,0.38943414266725135,0.07000677956225394,29.348114739757918,0.13667152098916413,3.969042639782116,2.674195064512301,0.38943414266725135,3.969042639782116,167.44012134458572,0.3789933481184889,29.348114739757918,1.1563341706474648,17.822109054720332,1.2480027843862231,22.3819828759766,0.1074403038116978,1733.209058026647,1.1563341706474648,52.41658825260876,0.38943414266725135,0.6786644916268584,2.805588841391404,1733.209058026647,16.900062370766143,0.6786644916268584,0.13667152098916413,1733.209058026647,100.03127311049167,2.805588841391404,0.04260399727931278,0.8150479255815183,5.922499911665164,77.68467575041564,0.17471780296224737,2.806504010931712,22.3819828759766,8.44045754370429,1.3770466608435081,100.03127311049167,10.610899156281656,0.7642033605950573,5.922499911665164,0.10098861165678183,0.7155176516408231,10.232186523055983,10.916770656884703,0.7642033605950573,0.7155176516408231,1.476278543072559,14.3025122535244,4.49873789606506,0.7807735326968928,14.3025122535244,10.610899156281656,205.0536018713293,69.5868709507675,22.3819828759766,8.57130332006761,10.916770656884703,0.8150479255815183,10.610899156281656,52.41658825260876,205.0536018713293,10.916770656884703,10.916770656884703,69.5868709507675,4.49873789606506,0.7807735326968928,10.916770656884703,10.232186523055983,10.916770656884703,14.414312836720724,10.916770656884703,10.916770656884703,10.916770656884703,14.414312836720724,100.03127311049167,14.414312836720724,14.414312836720724,2.806504010931712,10.916770656884703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NoAlmond,1180.6217539261056,0.918382843099656,1.1044188590245827,21.666842378091474,21.666842378091474,0.8592973625543414,0.8592973625543414,2821.086581630426,0.8592973625543414,1.3873022582857564,2125.7835124708595,13.620216869691385,11.103400960106956,13.620216869691385,22.015651684598208,6.407929767903013,31.216225933866944,1.4324516222653219,1.9934149638969096,66.67233464792766,0.16845514288388752,0.7544376316189495,1.4324516222653219,0.3779618676127468,0.9549518166029834,8.715869193215145,0.9249500450929716,0.7627828577465782,13.959056201714356,0.3779618676127468,0.7627828577465782,31.216225933866944,0.35801648696714417,8.715869193215145,1.9934149638969096,2.459287349602213,11.278917553621241,345.44316294635627,0.7409374230567196,157.63340045251525,1.9934149638969096,8.429946168877777,0.3779618676127468,0.5673373679044125,1.857636618769719,157.63340045251525,135.41567882827746,0.5673373679044125,0.9249500450929716,157.63340045251525,60.39985367464478,1.857636618769719,0.7544376316189495,0.7276123166395356,5.347552953103098,6.57470048257624,15.574531435008465,3.70167490340228,345.44316294635627,17.781514215070597,1.7449139200434396,60.39985367464478,40.500142706006535,36.10408448205258,5.347552953103098,0.06877350697085968,48.241081781362205,7.205270337868544,181.3784342316875,36.10408448205258,48.241081781362205,1.8875865703868537,30.63904759067994,13.355679438958642,5.617681988123952,30.63904759067994,40.500142706006535,1357.7785869876514,14.247235594486407,345.44316294635627,2.0558825973721233,181.3784342316875,0.7276123166395356,40.500142706006535,8.429946168877777,1357.7785869876514,181.3784342316875,181.3784342316875,14.247235594486407,13.355679438958642,5.617681988123952,181.3784342316875,7.205270337868544,181.3784342316875,1.1732235720250723,181.3784342316875,181.3784342316875,181.3784342316875,1.1732235720250723,60.39985367464478,1.1732235720250723,1.1732235720250723,3.70167490340228,181.3784342316875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
