key	MAR03989	MAR08582	MAR08587	MAR08589	MAR04087	MAR04089	MAR04091	MAR04046	MAR04406	MAR04518	MAR04519	MAR04520	MAR04646	MAR04648	MAR04649	MAR04650	MAR04808	MAR08755	MAR04034	MAR04194	MAR03831	MAR03890	MAR03892	MAR09802	MAR03903	MAR04690	MAR06780	MAR03816	MAR04776	MAR04777	MAR08416	MAR08426	MAR08607	MAR03883	MAR04284	MAR04788	MAR04789	MAR04791	MAR07703	MAR03747	MAR03744	MAR03777	MAR03778	MAR06923	MAR03765	MAR03940	MAR06768	MAR08539	MAR04302	MAR04323	MAR04174	MAR04300	MAR07706	MAR08779	MAR00622	MAR00648	MAR00649	MAR04260	MAR01649	MAR11305	MAR04574F	MAR06602F	MAR06603F	MAR03827F	MAR03829F	MAR04693F	MAR03807F	MAR03845F	MAR04582F	MAR04792F	MAR07702F	MAR06725F	MAR03912F	MAR08684F	MAR04330F	MAR04408F	MAR04410F	MAR04652F	MAR08743F	MAR01616F	MAR02027F	MAR03263F	MAR04783F	MAR04807F	MAR12742F	MAR12751F	MAR13004F	MAR04574B	MAR06602B	MAR06603B	MAR03827B	MAR03829B	MAR04693B	MAR03807B	MAR03845B	MAR04582B	MAR04792B	MAR07702B	MAR06725B	MAR03912B	MAR08684B	MAR04330B	MAR04408B	MAR04410B	MAR04652B	MAR08743B	MAR01616B	MAR02027B	MAR03263B	MAR04783B	MAR04807B	MAR12742B	MAR12751B	MAR13004B
3413.NoBarley	2110.4932501013427	-1737.9688655665893	2110.4932501013427	2110.4932501013427	-8.777536053947957	-8.777536053947957	-8.777536053947957	1363.8251315614464	1363.8251315614464	-13.7954872416624	-132.92645445463245	-132.92645445463245	-107.37944445880451	-107.37944445880451	-107.37944445880451	-107.37944445880451	1363.8251315614464	-132.92645445463245	1363.8251315614464	1363.8251315614464	-1161.5971505404543	-1363.8251315614464	1363.8251315614464	1363.8251315614464	217.7786200246178	-920.9900523601628	-637.9487001109012	-279.7814753102659	-631.8418624406999	-631.8418624406999	-930.9068168286323	-279.7814753102659	1363.8251315614464	-652.3284412726166	904.2165730457175	351.522904810525	-352.91622631776795	351.522904810525	1202.0703630050116	-2859.734912057996	-2859.734912057996	-2546.4558752947455	-2546.4558752947455	-3365.9513110473445	-3365.9513110473445	-141.20445887116352	-637.9487001109012	-141.20445887116352	-0.9155972496979815	-651.4128440229186	-1146.791011760226	1363.8251315614464	1202.0703630050116	-1202.0703630050116	456.10323258494407	-1127.0425473995056	1127.0425473995056	1363.8251315614464	-631.8418624406999	-9799.25376159714	177.72966430186642	17.81775843077935	17.81775843077935	-214.65832643648696	-214.65832643648696	920.9900523601628	1130.3586932967314	924.546569505516	-1859.5447164951877	-924.546569505516	-1202.0703630050116	-779.1531589820647	931.8659093578865	931.8659093578865	-932.1326853237391	22.934853550330843	22.934853550330843	63.20815619273786	63.20815619273786	-779.1531589820647	-0.9155972496979815	17.81775843077935	0.0	0.0	0.0	0.0	0.0	-177.72966430186642	-17.81775843077935	-17.81775843077935	214.65832643648696	214.65832643648696	-920.9900523601628	-1130.3586932967314	-924.546569505516	1859.5447164951875	924.546569505516	1202.0703630050116	779.1531589820647	-931.8659093578865	-931.8659093578865	932.1326853237391	-22.934853550330843	-22.934853550330843	-63.20815619273786	-63.20815619273786	779.1531589820647	0.9155972496979815	-17.81775843077935	0.0	0.0	0.0	0.0	0.0
3414.NoBarley	-1403.466486798771	219.73430942349836	-1403.466486798771	-1403.466486798771	33.907985361324926	33.907985361324926	33.907985361324926	-680.3226628772532	-680.3226628772532	-310.9901907071073	-583.5733330419822	-583.5733330419822	152.1074087212828	152.1074087212828	152.1074087212828	152.1074087212828	-680.3226628772532	-583.5733330419822	-680.3226628772532	-680.3226628772532	95.08165084856918	680.3226628772532	-680.3226628772532	-680.3226628772532	-582.0885624197953	618.5217232480528	-1777.2450743571055	-360.8979380813186	-388.67451229356	-388.67451229356	428.0085072760843	-360.8979380813186	-680.3226628772532	-969.7741367830422	1263.5794624335522	1010.7458512655857	-1014.4091503633223	1010.7458512655857	916.0546110675517	-3495.174156374224	-3495.174156374224	-2767.2346926949126	-2767.2346926949126	-3405.5735084730204	-3405.5735084730204	-266.8711196863517	-1777.2450743571055	-266.8711196863517	9.00617500036083	-978.780311783403	82.46827189589699	-680.3226628772532	916.0546110675517	-916.0546110675517	-838.8272603625968	-125.49136074955223	125.49136074955223	-680.3226628772532	-388.67451229356	-5321.564588168532	219.25296362140017	159.02043748761915	159.02043748761915	-414.697490921685	-414.697490921685	-618.5217232480528	-248.83789533481018	971.4772936036563	-2310.881212503985	-971.4772936036563	-916.0546110675517	-2044.1161940434572	-500.2621172810454	-500.2621172810454	497.165762817582	-34.41883485017288	-34.41883485017288	-79.15089009889219	-79.15089009889219	-2044.1161940434572	9.00617500036083	159.02043748761915	0.0	0.0	0.0	0.0	0.0	-219.25296362140017	-159.02043748761915	-159.02043748761915	414.697490921685	414.697490921685	618.5217232480528	248.83789533481018	-971.4772936036563	2310.881212503985	971.4772936036563	916.0546110675517	2044.1161940434572	500.2621172810454	500.2621172810454	-497.165762817582	34.41883485017288	34.41883485017288	79.15089009889219	79.15089009889219	2044.1161940434572	-9.00617500036083	-159.02043748761915	0.0	0.0	0.0	0.0	0.0
3418.Barley	-10462.347447502883	-973.3993248555622	-10462.347447502883	-10462.347447502883	-4.071761771104294	-4.071761771104294	-4.071761771104294	1038.8426108201734	1038.8426108201734	-1026.8236864102585	-1327.6340126024638	-1327.6340126024638	838.1662832777254	838.1662832777254	838.1662832777254	838.1662832777254	1038.8426108201734	-1327.6340126024638	1038.8426108201734	1038.8426108201734	-148.67416256148215	-1038.8426108201734	1038.8426108201734	1038.8426108201734	883.832932861917	127.42085258888886	1541.3812897925902	-82.36435009979829	1124.168651343373	1124.168651343373	-296.90115647663447	-82.36435009979829	1038.8426108201734	255.70861947523662	-2141.681944202848	-2658.5301905720444	2649.2672802328843	-2658.5301905720444	336.9285404992685	2340.320860329685	2340.320860329685	2481.4102175914427	2481.4102175914427	1436.7402061396829	1436.7402061396829	-521.9794299464543	1541.3812897925902	-521.9794299464543	4.6890584590685425	251.0195610161681	-36.50409136959766	1038.8426108201734	336.9285404992685	-336.9285404992685	100.8248403750616	167.74354841493064	-167.74354841493064	1038.8426108201734	1124.168651343373	-3744.0618730870447	286.6542503387146	175.69926101391945	175.69926101391945	161.18883508510817	161.18883508510817	-127.42085258888886	436.30053935752403	-2093.670285248758	2273.881959662825	2093.670285248758	-336.9285404992685	1019.401859846136	330.1504818415929	330.1504818415929	-197.69292645470583	-11.526663964829783	-11.526663964829783	11.44775211381101	11.44775211381101	1019.401859846136	4.6890584590685425	175.69926101391945	0.0	0.0	0.0	0.0	0.0	-286.6542503387146	-175.69926101391945	-175.69926101391945	-161.18883508510817	-161.18883508510817	127.42085258888886	-436.30053935752403	2093.670285248758	-2273.881959662825	-2093.670285248758	336.9285404992685	-1019.401859846136	-330.1504818415929	-330.1504818415929	197.69292645470583	11.526663964829783	11.526663964829783	-11.44775211381101	-11.44775211381101	-1019.401859846136	-4.6890584590685425	-175.69926101391945	0.0	0.0	0.0	0.0	0.0
3420.NoBarley	57694.349431120056	-15503.617977007725	57694.349431120056	57694.349431120056	-30.222692639880584	-30.222692639880584	-30.222692639880584	-75.27540803922102	-75.27540803922102	617.3889923272583	96.33799264971606	96.33799264971606	-692.2786268753589	-692.2786268753589	-692.2786268753589	-692.2786268753589	-75.27540803922102	96.33799264971606	-75.27540803922102	-75.27540803922102	-724.775280871959	75.27540803922102	-75.27540803922102	-75.27540803922102	-807.0175238953843	-1055.1248941216045	-1347.1305556291502	304.3973284602188	493.0947761860592	493.0947761860592	-963.4398478632381	304.3973284602188	-75.27540803922102	-1430.8844661599094	1921.6208831952044	2460.743230647705	-2454.2190277115005	2460.743230647705	648.1056266996108	-159.51575461572315	-159.51575461572315	-123.51905434112837	-123.51905434112837	-709.2464773570657	-709.2464773570657	1080.6982534838437	-1347.1305556291502	1080.6982534838437	0.9532026589806897	-1431.83766881889	-708.4296004243317	-75.27540803922102	648.1056266996108	-648.1056266996108	-838.2562421330246	-450.78347965035914	450.78347965035914	-75.27540803922102	493.0947761860592	-4445.911004706821	471.5439879561078	62.946825124713456	62.946825124713456	313.0322676996377	313.0322676996377	1055.1248941216045	669.2453812604197	1661.9282977439939	-2800.0898911276136	-1661.9282977439939	-648.1056266996108	-266.4323021453065	1039.2033832785776	1039.2033832785776	-1021.4618681239695	29.78006059188037	29.78006059188037	290.86104615802276	290.86104615802276	-266.4323021453065	0.9532026589806897	62.946825124713456	0.0	0.0	0.0	0.0	0.0	-471.5439879561078	-62.946825124713456	-62.946825124713456	-313.0322676996377	-313.0322676996377	-1055.1248941216045	-669.2453812604197	-1661.9282977439939	2800.0898911276136	1661.9282977439939	648.1056266996108	266.4323021453065	-1039.2033832785776	-1039.2033832785776	1021.4618681239695	-29.78006059188037	-29.78006059188037	-290.86104615802276	-290.86104615802276	266.4323021453065	-0.9532026589806897	-62.946825124713456	0.0	0.0	0.0	0.0	0.0
3421.NoBarley	30140.92784884476	-72.98461803096211	30140.92784884476	30140.92784884476	215.448382905856	215.448382905856	215.448382905856	237.49436490281028	237.49436490281028	-463.91177255104526	-486.290884433553	-486.290884433553	219.1695594472986	219.1695594472986	219.1695594472986	219.1695594472986	237.49436490281028	-486.290884433553	237.49436490281028	237.49436490281028	-1196.6632923331213	-237.49436490281028	237.49436490281028	237.49436490281028	-950.2186616560109	232.5028113940875	-2245.5357535786165	1076.9345311415166	-154.1934957490949	-154.1934957490949	206.02563673453506	1076.9345311415166	237.49436490281028	-506.5783179959376	-588.8657403304571	-389.199726112087	387.03436932093837	-389.199726112087	756.4780747835098	-2091.374686400177	-2091.374686400177	-1136.973135883612	-1136.973135883612	-868.8503454044012	-868.8503454044012	881.9491681077777	-2245.5357535786165	881.9491681077777	-6.47472365025012	-500.1035943456875	-942.0332862541442	237.49436490281028	756.4780747835098	-756.4780747835098	-456.8104725368604	-42.10917052384877	42.10917052384877	237.49436490281028	-154.1934957490949	-2248.04206749991	53.98438608792497	150.85479313962577	150.85479313962577	-1383.5073334575245	-1383.5073334575245	-232.5028113940875	-1359.9627460170213	-20.52264103956793	592.2235141579353	20.52264103956793	-756.4780747835098	-1363.5865854708388	-200.1036737578048	-200.1036737578048	441.47404720338034	-208.66347392270444	-208.66347392270444	-132.77124279452332	-132.77124279452332	-1363.5865854708388	-6.47472365025012	150.85479313962577	0.0	0.0	0.0	0.0	0.0	-53.98438608792497	-150.85479313962577	-150.85479313962577	1383.5073334575245	1383.5073334575245	232.5028113940875	1359.9627460170213	20.52264103956793	-592.2235141579354	-20.52264103956793	756.4780747835098	1363.5865854708388	200.1036737578048	200.1036737578048	-441.47404720338034	208.66347392270444	208.66347392270444	132.77124279452332	132.77124279452332	1363.5865854708388	6.47472365025012	-150.85479313962577	0.0	0.0	0.0	0.0	0.0
3422.Barley	9284.817679406966	1417.6258963866217	9284.817679406966	9284.817679406966	-100.34160038736901	-100.34160038736901	-100.34160038736901	3095.3644883606053	3095.3644883606053	355.5398987055505	-858.5305689775453	-858.5305689775453	-730.139257461494	-730.139257461494	-730.139257461494	-730.139257461494	3095.3644883606053	-858.5305689775453	3095.3644883606053	3095.3644883606053	-689.858781066375	-3095.3644883606053	3095.3644883606053	3095.3644883606053	2405.227591530631	-4660.085605718145	2804.43383774213	632.1814804080992	-752.4060949723544	-752.4060949723544	-4623.708405737953	632.1814804080992	3095.3644883606053	-1631.411446286694	3832.4948761354826	3307.2664113213473	-3293.548244697169	3307.2664113213473	1462.266317259401	741.0872693546298	741.0872693546298	1854.6847045592795	1854.6847045592795	830.7212130040939	830.7212130040939	191.26246200483752	2804.43383774213	191.26246200483752	14.116440601300006	-1645.5278868879939	-449.9619462981124	3095.3644883606053	1462.266317259401	-1462.266317259401	-1173.2560269983956	-478.399405726416	478.399405726416	3095.3644883606053	-752.4060949723544	-709.706806506747	1174.2194349441618	356.402836093054	356.402836093054	4084.2326223816017	4084.2326223816017	4660.085605718145	4034.1052161563125	3143.1185165990673	-4174.33694073982	-3143.1185165990673	-1462.266317259401	2995.6962997469673	4774.767793188697	4774.767793188697	-4534.1945686797135	113.78165124794803	113.78165124794803	7.375300726919994	7.375300726919994	2995.6962997469673	14.116440601300006	356.402836093054	0.0	0.0	0.0	0.0	0.0	-1174.2194349441618	-356.402836093054	-356.402836093054	-4084.2326223816017	-4084.2326223816017	-4660.085605718145	-4034.1052161563125	-3143.1185165990673	4174.33694073982	3143.1185165990673	1462.266317259401	-2995.6962997469673	-4774.767793188697	-4774.767793188697	4534.1945686797135	-113.78165124794803	-113.78165124794803	-7.375300726919994	-7.375300726919994	-2995.6962997469673	-14.116440601300006	-356.402836093054	0.0	0.0	0.0	0.0	0.0
3423.Barley	1645.3553504337676	33.219348822172954	1645.3553504337676	1645.3553504337676	4.761343088611875	4.761343088611875	4.761343088611875	2188.884137656975	2188.884137656975	-505.0281540700244	-797.4509354905815	-797.4509354905815	245.22704557813802	245.22704557813802	245.22704557813802	245.22704557813802	2188.884137656975	-797.4509354905815	2188.884137656975	2188.884137656975	-1366.86042738985	-2188.884137656975	2188.884137656975	2188.884137656975	820.9580612761797	-18.81373311150924	423.1439539253393	-6.733882114892907	816.7273112280706	816.7273112280706	-14.116985277777122	-6.733882114892907	2188.884137656975	199.00910757280167	-39.04899550099228	-1373.6740094304112	1367.8285156405484	-1373.6740094304112	1095.8245184334992	43.149962303420125	43.149962303420125	33.269326598682255	33.269326598682255	-270.2192744486324	-270.2192744486324	-970.1937695575448	423.1439539253393	-970.1937695575448	-2.7383001791616373	201.7474077519633	-1368.6287627484858	2188.884137656975	1095.8245184334992	-1095.8245184334992	238.385300645811	-24.12115706119963	24.12115706119963	2188.884137656975	816.7273112280706	-8981.382554287304	298.4471009352186	255.1916288846717	255.1916288846717	-1387.320749413008	-1387.320749413008	18.81373311150924	-78.52858620462052	-77.1987430043848	284.2307524656983	77.1987430043848	-1095.8245184334992	-547.0498156322055	-16.28747942151157	-16.28747942151157	18.6919866645221	-11.672485869419896	-11.672485869419896	-121.99709910545228	-121.99709910545228	-547.0498156322055	-2.7383001791616373	255.1916288846717	0.0	0.0	0.0	0.0	0.0	-298.4471009352186	-255.1916288846717	-255.1916288846717	1387.320749413008	1387.320749413008	-18.81373311150924	78.52858620462052	77.1987430043848	-284.2307524656983	-77.1987430043848	1095.8245184334992	547.0498156322055	16.28747942151157	16.28747942151157	-18.6919866645221	11.672485869419896	11.672485869419896	121.99709910545228	121.99709910545228	547.0498156322055	2.7383001791616373	-255.1916288846717	0.0	0.0	0.0	0.0	0.0
3429.NoBarley	10078.103486824253	593.0464553929038	10078.103486824253	10078.103486824253	-226.45878308250482	-226.45878308250482	-226.45878308250482	-2491.344553799753	-2491.344553799753	1093.78611637555	95.68170180915172	95.68170180915172	-848.4352451282198	-848.4352451282198	-848.4352451282198	-848.4352451282198	-2491.344553799753	95.68170180915172	-2491.344553799753	-2491.344553799753	-1671.4596640667812	2491.344553799753	-2491.344553799753	-2491.344553799753	-4166.50015696447	-5019.282213192138	-161.2040104178377	76.61848662586749	-1329.337670911082	-1329.337670911082	-4886.742461704953	76.61848662586749	-2491.344553799753	-2876.430370971212	6677.041911227212	11089.67943698197	-11328.436788269124	11089.67943698197	-2640.7306431003426	-1443.7710603296537	-1443.7710603296537	-606.1919630094671	-606.1919630094671	-1557.1089427402385	-1557.1089427402385	-555.5438286537074	-161.2040104178377	-555.5438286537074	-238.6476309314994	-2637.7827400397127	-1322.0579382869967	-2491.344553799753	-2640.7306431003426	2640.7306431003426	-2313.193997727388	-291.6652734560691	291.6652734560691	-2491.344553799753	-1329.337670911082	-106.80082046011012	817.8274706485981	-273.19695465265744	-273.19695465265744	3408.0843400470912	3408.0843400470912	5019.282213192138	4749.952089252713	6144.390371118834	-8723.277183860606	-6144.390371118834	2640.7306431003426	-716.7478390715451	5083.34966356746	5083.34966356746	-4730.142278334088	-15.994507302582438	-15.994507302582438	-11.40301947778199	-11.40301947778199	-716.7478390715451	-238.6476309314994	-273.19695465265744	0.0	0.0	0.0	0.0	0.0	-817.8274706485981	273.19695465265744	273.19695465265744	-3408.0843400470912	-3408.0843400470912	-5019.282213192138	-4749.952089252713	-6144.390371118834	8723.277183860606	6144.390371118834	-2640.7306431003426	716.7478390715451	-5083.34966356746	-5083.34966356746	4730.142278334088	15.994507302582438	15.994507302582438	11.40301947778199	11.40301947778199	716.7478390715451	238.6476309314994	273.19695465265744	0.0	0.0	0.0	0.0	0.0
3431.Barley	14827.290674450598	989.023319421944	14827.290674450598	14827.290674450598	-41.88653935146514	-41.88653935146514	-41.88653935146514	-3592.6841745676447	-3592.6841745676447	374.52662481253435	-143.41396719649254	-143.41396719649254	-374.6204124470797	-374.6204124470797	-374.6204124470797	-374.6204124470797	-3592.6841745676447	-143.41396719649254	-3592.6841745676447	-3592.6841745676447	-1107.4558008719773	3592.6841745676447	-3592.6841745676447	-3592.6841745676447	-4746.4575652681615	-356.12630745335855	-2663.041717896742	148.0964720935135	-1135.7070377865348	-1135.7070377865348	-277.43115375153343	148.0964720935135	-3592.6841745676447	-1156.8488701530287	4344.712843149295	5766.074953569831	-5770.5195402133795	5766.074953569831	-660.420221390887	-4534.361991450647	-4534.361991450647	-4487.371524363242	-4487.371524363242	-3761.277814280271	-3761.277814280271	775.3340742588362	-2663.041717896742	775.3340742588362	-4.397486491710168	-1152.4513836613185	-1096.7267371347493	-3592.6841745676447	-660.420221390887	660.420221390887	-920.057586498988	-219.64781194995936	219.64781194995936	-3592.6841745676447	-1135.7070377865348	-7751.002713265274	448.2485928639668	-2.338726184883896	-2.338726184883896	-780.6745341662374	-780.6745341662374	356.12630745335855	201.6586528385639	4067.4118255807325	-5081.071829347314	-4067.4118255807325	660.420221390887	-1887.707643637906	373.14595668611736	373.14595668611736	-316.05220296851184	-8.875637120622422	-8.875637120622422	-30.28805966142867	-30.28805966142867	-1887.707643637906	-4.397486491710168	-2.338726184883896	0.0	0.0	0.0	0.0	0.0	-448.2485928639668	2.338726184883896	2.338726184883896	780.6745341662374	780.6745341662374	-356.12630745335855	-201.6586528385639	-4067.4118255807325	5081.071829347314	4067.4118255807325	-660.420221390887	1887.707643637906	-373.14595668611736	-373.14595668611736	316.05220296851184	8.875637120622422	8.875637120622422	30.28805966142867	30.28805966142867	1887.707643637906	4.397486491710168	2.338726184883896	0.0	0.0	0.0	0.0	0.0
3434.Barley	689.2351231165349	485.2292415422186	689.2351231165349	689.2351231165349	88.90709020737894	88.90709020737894	88.90709020737894	-2365.973782447631	-2365.973782447631	332.6445720116996	515.5800663592332	515.5800663592332	-31.083961909747018	-31.083961909747018	-31.083961909747018	-31.083961909747018	-2365.973782447631	515.5800663592332	-2365.973782447631	-2365.973782447631	581.6221516611761	2365.973782447631	-2365.973782447631	-2365.973782447631	-1756.9693850076792	-20.730142147493382	-1468.8357531966346	-199.06988301090482	-17.01830745918471	-17.01830745918471	264.97614171562924	-199.06988301090482	-2365.973782447631	359.9123558597352	2742.3673232037963	2590.3028382286407	-2579.0161160985767	2590.3028382286407	538.7778826957237	-3605.0107213721303	-3605.0107213721303	-2233.531584831704	-2233.531584831704	-4321.915069585493	-4321.915069585493	-115.93937655876721	-1468.8357531966346	-115.93937655876721	7.365916497682893	352.54643936205235	698.091494431362	-2365.973782447631	538.7778826957237	-538.7778826957237	432.02931198593956	-69.0319456331275	69.0319456331275	-2365.973782447631	-17.01830745918471	-12966.774438001128	-202.0071265013247	-269.39901641450155	-269.39901641450155	371.92222247437485	371.92222247437485	20.730142147493382	-20.262153629555	3493.3156872283726	-3382.162716818606	-3493.3156872283726	-538.7778826957237	-1584.7751297554018	-241.00298059795824	-241.00298059795824	326.16927195698713	-50.23812229853901	-50.23812229853901	258.28629881017594	258.28629881017594	-1584.7751297554018	7.365916497682893	-269.39901641450155	0.0	0.0	0.0	0.0	0.0	202.0071265013247	269.39901641450155	269.39901641450155	-371.92222247437485	-371.92222247437485	-20.730142147493382	20.262153629555	-3493.3156872283726	3382.1627168186064	3493.3156872283726	538.7778826957237	1584.7751297554018	241.00298059795824	241.00298059795824	-326.16927195698713	50.23812229853901	50.23812229853901	-258.28629881017594	-258.28629881017594	1584.7751297554018	-7.365916497682893	269.39901641450155	0.0	0.0	0.0	0.0	0.0
