group,MAR03831,MAR08416,MAR04174,MAR01616F,MAR11305,MAR01616B,MAR03903,MAR04284,MAR06725B,MAR07702F,MAR06725F,MAR03807F,MAR08582,MAR03807B,MAR07702B,MAR07706,MAR04693F,MAR07703,MAR04650,MAR04574B,MAR04574F,MAR08779,MAR04649,MAR04410F,MAR04410B,MAR04302,MAR02027B,MAR04408B,MAR04690,MAR03989,MAR04693B,MAR03912F,MAR03912B,MAR04648,MAR04646,MAR02027F,MAR00622,MAR04408F,MAR08755,MAR03816,MAR08539,MAR08589,MAR04519,MAR04520,MAR08587,MAR03263F,MAR03940,MAR04518,MAR04582B,MAR08684B,MAR06603B,MAR01649,MAR03827B,MAR04777,MAR03263B,MAR04582F,MAR03845B,MAR03744,MAR08684F,MAR03829B,MAR06603F,MAR06768,MAR03883,MAR08426,MAR03829F,MAR06602B,MAR04091,MAR06780,MAR04087,MAR04792F,MAR04323,MAR04792B,MAR03845F,MAR03827F,MAR00649,MAR04089,MAR06602F,MAR03778,MAR00648,MAR03890,MAR04652F,MAR03747,MAR08743F,MAR06923,MAR03765,MAR04652B,MAR04776,MAR03777,MAR04330B,MAR04789,MAR04330F,MAR04791,MAR04194,MAR09802,MAR08743B,MAR04260,MAR04046,MAR08607,MAR04300,MAR04788,MAR04406,MAR04034,MAR04808,MAR03892,MAR12742B,MAR04807B,MAR04783B,MAR13004F,MAR12751F,MAR12742F,MAR04807F,MAR04783F,MAR12751B,MAR13004B
NoOats,2213.8502393578005,2262.8167367130623,2267.6960035700877,1154.3467707675009,5535.0839217202865,1154.3467707675009,2078.3871493460215,4233.07561963568,1154.3467707675009,1029.3342042992945,1154.3467707675009,2283.609795468784,4515.260925332217,2283.609795468784,1029.3342042992945,1029.3342042992945,2301.866811740956,1029.3342042992945,493.40385935405044,245.71319157949569,245.71319157949569,1029.3342042992945,493.40385935405044,125.2304208398559,125.2304208398559,75.48595192104807,75.48595192104807,125.2304208398559,2301.866811740956,18277.73088665845,2301.866811740956,2339.7657790380727,2339.7657790380727,493.40385935405044,493.40385935405044,75.48595192104807,898.6630837536491,125.2304208398559,473.6290566154404,422.8412220683011,630.5044794633604,18277.73088665845,473.6290566154404,473.6290566154404,18277.73088665845,310.3411189394433,630.5044794633604,600.6093665623337,4955.05734962957,2339.7657790380727,310.3411189394433,1261.7695256786808,1353.9573760585688,1261.7695256786808,310.3411189394433,4955.05734962957,4406.16484380059,1887.4879736296643,2339.7657790380727,1353.9573760585688,310.3411189394433,1468.5973506507175,1071.2620425548535,422.8412220683011,1353.9573760585688,310.3411189394433,153.0781408294121,1468.5973506507175,153.0781408294121,4406.16484380059,1032.262648334035,4406.16484380059,4406.16484380059,1353.9573760585688,384.3813969422016,153.0781408294121,310.3411189394433,1660.2983061584205,384.3813969422016,1139.618064793194,821.8513060978838,1887.4879736296643,821.8513060978838,2830.6067280746993,2830.6067280746993,821.8513060978838,1261.7695256786808,1660.2983061584205,2420.9788436870463,5353.269710090865,2420.9788436870463,5322.489301880797,1139.618064793194,1139.618064793194,821.8513060978838,1139.618064793194,1139.618064793194,1139.618064793194,1139.618064793194,5322.489301880797,1139.618064793194,1139.618064793194,1139.618064793194,1139.618064793194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oats,998.0905343925631,1196.2786978834415,1109.859658166911,1235.60469936001,8746.048683097417,1235.60469936001,1025.7817276082992,2128.3914087196913,1235.60469936001,1043.1544822520088,1235.60469936001,1013.153227298181,1349.2929725112103,1013.153227298181,1043.1544822520088,1043.1544822520088,1300.2192148290353,1043.1544822520088,540.9971004012076,285.3119485369419,285.3119485369419,1043.1544822520088,540.9971004012076,141.36604811112494,141.36604811112494,47.66991933821559,47.66991933821559,141.36604811112494,1300.2192148290353,15849.947332005107,1300.2192148290353,1202.8385066862095,1202.8385066862095,540.9971004012076,540.9971004012076,47.66991933821559,1229.878025862477,141.36604811112494,611.5493574748746,704.4012907480228,971.7208082349598,15849.947332005107,611.5493574748746,611.5493574748746,15849.947332005107,293.66609102524905,971.7208082349598,598.4116156072595,3072.9723834679726,1202.8385066862095,293.66609102524905,1064.246416637303,1133.0503540841764,1064.246416637303,293.66609102524905,3072.9723834679735,2093.5460041497163,2728.5770566905435,1202.8385066862095,1133.0503540841764,293.66609102524905,1154.7522003004678,1330.5902816401456,704.4012907480228,1133.0503540841764,293.66609102524905,155.13563140945485,1154.7522003004678,155.13563140945485,2093.5460041497163,1331.46645057284,2093.5460041497163,2093.5460041497163,1133.0503540841764,426.8358137317758,155.13563140945485,293.66609102524905,2366.903737665488,426.8358137317758,1012.6156511289157,594.6535360351213,2728.5770566905435,594.6535360351213,3658.117455873478,3658.117455873478,594.6535360351213,1064.246416637303,2366.903737665488,1196.496833079988,3320.0554638285607,1196.496833079988,3323.838102518533,1012.6156511289157,1012.6156511289157,594.6535360351213,1012.6156511289157,1012.6156511289157,1012.6156511289157,1012.6156511289157,3323.838102518533,1012.6156511289157,1012.6156511289157,1012.6156511289157,1012.6156511289157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
