group,MAR03831,MAR08416,MAR04174,MAR01616F,MAR11305,MAR01616B,MAR03903,MAR04284,MAR06725B,MAR07702F,MAR06725F,MAR03807F,MAR08582,MAR03807B,MAR07702B,MAR07706,MAR04693F,MAR07703,MAR04650,MAR04574B,MAR04574F,MAR08779,MAR04649,MAR04410F,MAR04410B,MAR04302,MAR02027B,MAR04408B,MAR04690,MAR03989,MAR04693B,MAR03912F,MAR03912B,MAR04648,MAR04646,MAR02027F,MAR00622,MAR04408F,MAR08755,MAR03816,MAR08539,MAR08589,MAR04519,MAR04520,MAR08587,MAR03263F,MAR03940,MAR04518,MAR04582B,MAR08684B,MAR06603B,MAR01649,MAR03827B,MAR04777,MAR03263B,MAR04582F,MAR03845B,MAR03744,MAR08684F,MAR03829B,MAR06603F,MAR06768,MAR03883,MAR08426,MAR03829F,MAR06602B,MAR04091,MAR06780,MAR04087,MAR04792F,MAR04323,MAR04792B,MAR03845F,MAR03827F,MAR00649,MAR04089,MAR06602F,MAR03778,MAR00648,MAR03890,MAR04652F,MAR03747,MAR08743F,MAR06923,MAR03765,MAR04652B,MAR04776,MAR03777,MAR04330B,MAR04789,MAR04330F,MAR04791,MAR04194,MAR09802,MAR08743B,MAR04260,MAR04046,MAR08607,MAR04300,MAR04788,MAR04406,MAR04034,MAR04808,MAR03892,MAR12742B,MAR04807B,MAR04783B,MAR13004F,MAR12751F,MAR12742F,MAR04807F,MAR04783F,MAR12751B,MAR13004B
NoOats,-1313.7981911478362,-1355.223354198588,-972.2618161843019,-594.2733611537558,-4377.328730866737,594.2733611537558,-1297.4299400279458,3120.908384037136,594.2733611537558,-488.6677007132248,-594.2733611537558,1223.9572310186334,-676.8891869765002,-1223.9572310186334,488.6677007132248,488.6677007132248,1330.8901040723097,488.6677007132248,-113.21239129423861,-188.2936261890298,188.2936261890298,-488.6677007132248,-113.21239129423861,-46.60159541861771,46.60159541861771,-26.302157072865807,26.302157072865807,46.60159541861771,-1330.8901040723097,7167.286230614918,-1330.8901040723097,1373.4749862259657,-1373.4749862259657,-113.21239129423861,-113.21239129423861,-26.302157072865807,-495.4854906198066,-46.60159541861771,20.24663481561726,52.51896791326065,140.3996549011224,7167.286230614918,20.24663481561726,20.24663481561726,7167.286230614918,-110.91686603483092,140.3996549011224,223.3808702944696,4028.162701970546,-1373.4749862259657,110.91686603483092,-789.580833655246,-69.95857411413421,-789.580833655246,110.91686603483092,-4028.162701970546,-3282.65509059562,-2268.3552011444103,1373.4749862259657,-69.95857411413421,-110.91686603483092,-734.6730160548783,-802.3808852355836,52.51896791326065,69.95857411413421,110.91686603483092,30.58121738175638,-734.6730160548783,30.58121738175638,-3282.65509059562,-776.0787281627179,3282.65509059562,3282.65509059562,69.95857411413421,243.5343011432332,30.58121738175638,-110.91686603483092,-1758.3191195650563,-243.5343011432332,-17.14471750198609,-112.50675566473267,-2268.3552011444103,-112.50675566473267,-2646.5999575462433,-2646.5999575462433,112.50675566473267,-789.580833655246,-1758.3191195650563,1042.220390298436,-3540.380390489293,-1042.220390298436,3525.136478834528,17.14471750198609,17.14471750198609,112.50675566473267,17.14471750198609,17.14471750198609,17.14471750198609,17.14471750198609,3525.136478834528,17.14471750198609,17.14471750198609,17.14471750198609,17.14471750198609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oats,-115.41553135095585,-264.9730621471675,-237.38897360840792,-1504.8821597636709,-1123.6110591485271,1504.8821597636709,-307.3667531325555,1661.0816285070648,1504.8821597636709,-87.55994583227351,-1504.8821597636709,279.90354050562917,668.6483904516269,-279.90354050562917,87.55994583227351,87.55994583227351,302.2385611304743,87.55994583227351,-363.6067264342266,-165.54762362967188,165.54762362967188,-87.55994583227351,-363.6067264342266,-37.293113691232264,37.293113691232264,-19.27297129431553,19.27297129431553,37.293113691232264,-302.2385611304743,8494.227283579035,-302.2385611304743,282.6027990109443,-282.6027990109443,-363.6067264342266,-363.6067264342266,-19.27297129431553,-492.3814261408799,-37.293113691232264,99.08100412898875,-31.983834268048305,-25.938884037084048,8494.227283579035,99.08100412898875,99.08100412898875,8494.227283579035,78.1505559256039,-25.938884037084048,293.21944253580585,2557.827772680316,-282.6027990109443,-78.1505559256039,-506.1447090874027,-178.08563343214308,-506.1447090874027,-78.1505559256039,-2557.827772680316,-1781.1219259152106,-3133.9175192258494,282.6027990109443,-178.08563343214308,78.1505559256039,-1478.9432757265868,-743.6234611992251,-31.983834268048305,178.08563343214308,-78.1505559256039,28.91850816907134,-1478.9432757265868,28.91850816907134,-1781.1219259152106,-724.3504899049095,1781.1219259152106,1781.1219259152106,178.08563343214308,231.00560971870382,28.91850816907134,78.1505559256039,-2440.0377835308414,-231.00560971870382,193.67969176395897,-59.277165750949194,-3133.9175192258494,-59.277165750949194,-3559.2174717346575,-3559.2174717346575,59.277165750949194,-506.1447090874027,-2440.0377835308414,415.474607040551,-2393.609161751005,-415.474607040551,2383.5060862464848,-193.67969176395897,-193.67969176395897,59.277165750949194,-193.67969176395897,-193.67969176395897,-193.67969176395897,-193.67969176395897,2383.5060862464848,-193.67969176395897,-193.67969176395897,-193.67969176395897,-193.67969176395897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
