Feature,Importance
MAR04408F,0.06409939945689834
MAR04410F,0.06069882117257318
MAR04408B,0.05466499071712177
MAR04410B,0.05128314626396963
MAR04791,0.048941094796281684
MAR04788,0.04201104734482488
MAR03540,0.030061010983523217
MAR03686,0.027075720412559314
MAR04518,0.020713953722725626
MAR06768,0.015268740231968196
MAR03559,0.01351943891642352
MAR08779,0.013373954519007459
MAR06780,0.012218821091271589
MAR03569,0.012059045621610956
MAR11305,0.01160563735132731
MAR04789,0.011216380660989374
MAR07702F,0.010880962217205947
MAR03566,0.010461976786582956
MAR03544,0.010137324752927283
MAR03715,0.009840176164974424
MAR04787,0.009493039577389655
MAR03718,0.00945070301463565
MAR07702B,0.008975693992558386
MAR03716,0.008946857903497762
MAR03712,0.008682243657471986
MAR03548,0.008088017809777078
MAR07706,0.00806748494749306
MAR03705,0.007882010937383447
MAR07703,0.007828218808566911
MAR03570,0.007569282727074789
MAR03572,0.007383296063170827
MAR03694,0.0072269900721376144
MAR03690,0.006038658676890144
MAR04520,0.005974441329068787
MAR03777,0.005606745397119375
MAR04519,0.0053481584384254665
MAR03778,0.0049117077078244704
MAR04650,0.004585740897099734
MAR08755,0.0045836067265797725
MAR00648,0.004231789689081552
MAR06602B,0.0039078610880878255
MAR06708B,0.003769107950169729
MAR11078B,0.0035422680523493804
MAR00649,0.0034843915505409244
MAR01649,0.0034254379659201905
MAR03940,0.003387676865618042
MAR08582,0.0033511736748100384
MAR11156F,0.003312129521712855
MAR08539,0.0032159865081995676
MAR11105F,0.003190334911665498
MAR03816,0.0031705171213622717
MAR08426,0.003110792318473723
MAR06725B,0.0030655296310262876
MAR11124F,0.0030135998839157276
MAR11144F,0.0029965490085010686
MAR06603F,0.0029778768753225887
MAR01834B,0.002972634328063618
MAR11185B,0.002883538844866844
MAR03586,0.0028676342966586395
MAR04646,0.0028084080900856517
MAR11134B,0.002793209063334407
MAR10991B,0.0027647586222794237
MAR04776,0.0026843473846415024
MAR06725F,0.002661597156566133
MAR06923,0.002636836381317378
MAR04648,0.0026205628656129913
MAR10981F,0.0026054105616605617
MAR11184F,0.0026035996765159056
MAR11148B,0.002586754988271532
MAR06602F,0.002525548348662384
MAR03732,0.002459485426281092
MAR08764,0.002438629488747076
MAR04416,0.002399409097680172
MAR04574F,0.0022938587039322334
MAR03263B,0.0022642393320964752
MAR11061B,0.0022603861565993915
MAR11078F,0.0022360236436814603
MAR08580,0.0022102958234575883
MAR01616B,0.0021818472615634096
MAR06603B,0.0021536822724123627
MAR03892,0.0020795558521940656
MAR11138B,0.0020259748885516947
MAR04574B,0.002018089053803339
MAR03903,0.002014646994468217
MAR11170F,0.00196345089723966
MAR03263F,0.00195920245502047
MAR03765,0.0019208977637286463
MAR01834F,0.0019198185100883964
MAR11100B,0.0018870619602574259
MAR10981B,0.0018352988007744192
MAR06708F,0.001782969004349095
MAR11137F,0.0017733141586082763
MAR11106B,0.0017418899751042607
MAR11171F,0.0017005635177050618
MAR03827B,0.0016914138674322286
MAR11215F,0.0016705639494855177
MAR04649,0.0016216878247025304
MAR11106F,0.0015187745594189093
MAR11148F,0.001514843961717417
MAR11054B,0.0015105959322345877
MAR01616F,0.0015105037323787322
MAR11059B,0.0014600889374786431
MAR04323,0.00144546972764078
MAR11061F,0.0014301585207448211
MAR04046,0.0014034028482097184
MAR04300,0.0013720998542785451
MAR11170B,0.0013590525178426246
MAR11082F,0.0013241573184297644
MAR11082B,0.0013201164576164576
MAR11123F,0.0013129494810744811
MAR03697,0.0012796239423863189
MAR11138F,0.0012787141612564548
MAR10991F,0.001242909608934667
MAR08684B,0.0012405669072520023
MAR11185F,0.0012400610381893805
MAR03883,0.0012341054466340508
MAR04415,0.0011832359225741578
MAR03701,0.001183235287292305
MAR04808,0.001182844648430672
MAR03545,0.001179958139651122
MAR04034,0.0011765310300225255
MAR11123B,0.0011551718383955227
MAR09943,0.001147165531908179
MAR04406,0.0011365654946189
MAR11100F,0.0011357025245995831
MAR04260,0.0011335612869408118
MAR11124B,0.001130779977645579
MAR03807F,0.0011265547565179918
MAR11035B,0.0011096575537752008
MAR11192F,0.0011045582843989706
MAR11056B,0.0010889839395354102
MAR10034F,0.0010692393826933302
MAR08238,0.0010688445378151262
MAR04284,0.0010680666723703056
MAR11035F,0.0010611172539191115
MAR11156B,0.001043517406962785
MAR03691,0.0010432251776001777
MAR04087,0.0010336659831396678
MAR11137B,0.0010308406618488406
MAR11002B,0.0009937662520629555
MAR11026B,0.0009935394040657198
MAR04194,0.0009906191700874958
MAR03747,0.0009830455152146328
MAR11072F,0.000979201850780798
MAR05257,0.0009713898438163145
MAR00685,0.0009705923029961492
MAR04303,0.0009658242561167045
MAR11080F,0.0009598441681775016
MAR04777,0.0009589513556618819
MAR11121B,0.0009407962275819422
MAR00689,0.0009396512347492741
MAR03899F,0.000938235294117647
MAR11182B,0.0009210516394604684
MAR11144B,0.0008887862810008138
MAR09802,0.0008839891725921138
MAR11145F,0.0008743775287892934
MAR10034B,0.0008662275758429605
MAR11157F,0.0008255504557362144
MAR04652F,0.0008056406897196371
MAR04174,0.0007922716677781924
MAR04109B,0.0007904481343819579
MAR04089,0.0007890211640211639
MAR11072B,0.0007755777665317138
MAR11196B,0.0007703619909502262
MAR11142F,0.0007563025210084033
MAR11155B,0.0007456140350877194
MAR10993F,0.0007363976451824749
MAR11169B,0.000735234172564489
MAR08416,0.000731231219116281
MAR11130F,0.0007264515826054289
MAR11023F,0.0007262184873949581
MAR00691,0.0007034259721759721
MAR11161B,0.0006916402441310969
MAR05336F,0.0006904640721526686
MAR08607,0.0006836346758983312
MAR11101F,0.0006777425565887105
MAR02027F,0.0006732721914676803
