Feature,Importance
MAR04302,0.30396189915117405
MAR03831,0.0913996512156699
MAR04789,0.08669624494195616
MAR04518,0.05577841423443671
MAR11305,0.04281489595030852
MAR00649,0.03937248965505623
MAR03883,0.02417602881777384
MAR04284,0.018321311452891415
MAR03903,0.016835806662656303
MAR06768,0.016576014663357803
MAR04174,0.015248024258418653
MAR06780,0.015167878267420571
MAR04323,0.013602897948500569
MAR08582,0.01329610857228501
MAR03778,0.011090331534574008
MAR00648,0.01062005433754601
MAR07706,0.009753264322416615
MAR04520,0.009483899621464134
MAR08539,0.008751039398703964
MAR08755,0.008636294049039074
MAR08416,0.008456080279578627
MAR04788,0.008429975606405307
MAR04791,0.008251272932541291
MAR07703,0.00798107517890123
MAR03747,0.007724691464869953
MAR03765,0.007535655079295251
MAR04690,0.007322952077474939
MAR03940,0.007115035440710565
MAR03777,0.0067525138165425
MAR01649,0.006616699344349948
MAR06923,0.006517750909762576
MAR04777,0.006270781472462595
MAR04519,0.006141826222246262
MAR04091,0.006008149490705643
MAR04087,0.005820076149233584
MAR00622,0.005103298156274962
MAR03890,0.005075804495108175
MAR04776,0.0050458872337631215
MAR03744,0.004833134408756356
MAR04649,0.004571817247111457
MAR04089,0.004008316808475428
MAR04300,0.0035682185284183535
MAR08607,0.003444285659507315
MAR04808,0.0033796420068956667
MAR04650,0.0032242635813491886
MAR08779,0.003081402029852785
MAR08426,0.003066249088619315
MAR03816,0.0030038839866407797
MAR03989,0.0029612330577874118
MAR08589,0.0028654285480801483
MAR04034,0.002828210322565128
MAR08587,0.002753049326423351
MAR04406,0.002547269638228464
MAR04646,0.00253980803242351
MAR04260,0.002539767843831174
MAR04648,0.0024106096802829022
MAR09802,0.002261645446975378
MAR04046,0.0021590246405584603
MAR03892,0.002134123800570963
MAR04194,0.002066541910770387
