Feature,Importance
MAR02023,0.01824625154925542
MAR10992F,0.017494879835473306
MAR10997B,0.014874514045159312
MAR07626,0.013545717105433909
MAR10987F,0.0133198199051813
MAR11008F,0.01325249477800802
MAR04191,0.01276356672647552
MAR07621,0.012490652738911819
MAR10981F,0.011947465901767524
MAR04190B,0.011803487780279448
MAR10990F,0.011220148144118256
MAR03832,0.010770124817094398
MAR11008B,0.009973831784146268
MAR10990B,0.009679371108084908
MAR05132,0.009174497945031099
MAR04190F,0.009079110088175935
MAR03813F,0.008961179524784165
MAR10997F,0.008646328288542771
MAR10987B,0.008286261943277086
MAR10992B,0.007910241640163325
MAR11170F,0.007576766518953501
MAR10981B,0.006598458441816575
MAR11061B,0.006520676357531224
MAR11061F,0.006278553599345815
MAR08237,0.006275707013377537
MAR11022B,0.005526073147817636
MAR11018B,0.004816281014317883
MAR11135F,0.004635643940540249
MAR00453B,0.004593899357670606
MAR00458,0.004442238596132026
MAR00681,0.00443541854834271
MAR03813B,0.004240661944859396
MAR01347F,0.004176372152300088
MAR11018F,0.004013262744619967
MAR03861,0.0037394761549743483
MAR09536,0.003724215049064302
MAR11063F,0.003691358024691358
MAR02341,0.0036481366030155352
MAR01341B,0.0035427980685262235
MAR01343F,0.0034945977434447596
MAR11021B,0.0034786047031391413
MAR11017B,0.0034159837814767393
MAR11135B,0.003398172757475083
MAR00651,0.003393379805828687
MAR07702F,0.003351729899668107
MAR03831,0.0033377276354303585
MAR11170B,0.0032356846759739395
MAR08098,0.0031735657387191914
MAR08780,0.003165784020033309
MAR07309,0.003164716571301658
MAR00819,0.0030126126920231176
MAR07703,0.002984861975825318
MAR11305,0.0029652656214340257
MAR00450,0.0029451579159495162
MAR10996B,0.002888910178563728
MAR00683,0.002880261061881212
MAR00682,0.0028292921104950386
MAR11202B,0.0027954545454545454
MAR04693F,0.0027668944057896426
MAR04408F,0.002759689987500837
MAR01342B,0.002744551929506467
MAR07704,0.0027404751551946263
MAR11020B,0.0027370586862415975
MAR00005,0.002708947650535145
MAR04172,0.002705083058507765
MAR06611F,0.002691366765790329
MAR04408B,0.0026656846122263688
MAR10995F,0.0026281306167190203
MAR04350F,0.002567361603044371
MAR02027B,0.0025664798418512757
MAR11025B,0.0024800794664162178
MAR11016B,0.0024635113937030257
MAR07412,0.002452367605804435
MAR08628,0.0024517183987173004
MAR07702B,0.0024515270416922653
MAR06725B,0.002436313695298902
MAR00832,0.0024301421336721126
MAR07396,0.0024156498505920245
MAR04481,0.0024099224861930816
MAR03811,0.0023611113711357093
MAR03792B,0.002356593195296213
MAR07400,0.002344359538229466
MAR08133,0.002344147852926581
MAR00453F,0.002331607302065846
MAR04467,0.0023253435748720637
MAR03781,0.002314266396213658
MAR01347B,0.002284627000201442
MAR03807B,0.0022840771420761627
MAR09530,0.0022622208316759105
MAR11019B,0.0022595675310523697
